seq_ID	annotation	annotation_type	SM	EO
Ev-group16437-comp0_c0_seq4	ftsj1	blast	140.7	253.5
Ev-group164383-comp0_c0_seq1	lmx1a	blast	9.7	7.0
Ev-group16439-comp1_c0_seq1	tsn	blast	691.4	589.9
Ev-group16440-comp0_c0_seq2	gpr1	blast	152.8	330.6
Ev-group16440-comp1_c0_seq2		blast	128.6	155.8
Ev-group16442-comp0_c0_seq1		blast	283.8	131.9
Ev-group164425-comp1_c0_seq1		blast	2.4	2.1
Ev-group16445-comp0_c0_seq2		blast	189.2	199.1
Ev-group16447-comp0_c0_seq1	si:ch211-117c19.1	blast	582.2	1034.2
Ev-group1645-comp3_c1_seq2		blast	824.8	572.1
Ev-group1645-comp3_c1_seq20		blast	177.1	0.0
Ev-group1645-comp3_c1_seq36	gpcpd1	blast	1140.2	840.1
Ev-group164518-comp0_c0_seq1		blast	116.4	58.5
Ev-group164569-comp0_c0_seq2	cyp19a1a	blast	19.4	29.3
Ev-group16458-comp2_c0_seq1	PPIC	blast	815.1	629.8
Ev-group1646-comp0_c0_seq2	npm3	blast	1191.2	662.8
Ev-group164605-comp0_c0_seq1		blast	17.0	37.5
Ev-group16463-comp3_c0_seq1	snupn	blast	373.6	631.1
Ev-group164636-comp0_c0_seq1		blast	240.2	111.3
Ev-group16465-comp0_c0_seq3		blast	310.5	643.0
Ev-group164656-comp0_c0_seq1		blast	0.0	2.9
Ev-group16467-comp0_c0_seq1		blast	242.6	251.4
Ev-group164670-comp0_c0_seq1		blast	75.2	43.3
Ev-group16474-comp14_c0_seq1	ahcyl2	blast	1179.0	1799.3
Ev-group16475-comp1_c0_seq1	tgfbrap1	blast	2008.7	433.6
Ev-group164753-comp0_c0_seq4	sfxn5b	blast	14.6	32.2
Ev-group16476-comp1_c0_seq2		blast	494.9	501.6
Ev-group16476-comp1_c0_seq4	ankzf1	blast	0.0	30.5
Ev-group16476-comp2_c0_seq20		blast	368.8	336.8
Ev-group16476-comp2_c0_seq28	glb1l	blast	34.0	32.2
Ev-group164785-comp0_c0_seq1	KLHL33	blast	60.7	1.6
Ev-group16479-comp0_c0_seq1	degs1	blast	659.9	579.6
Ev-group1648-comp1_c0_seq1	trim2b	blast	245.0	867.7
Ev-group16482-comp0_c0_seq1	si:ch211-110p13.9	blast	582.2	197.4
Ev-group164849-comp0_c0_seq1		blast	19.4	29.3
Ev-group16487-comp0_c0_seq1		blast	538.6	335.9
Ev-group16487-comp1_c0_seq1		blast	213.5	96.0
Ev-group16489-comp34_c0_seq1	dlg1l	blast	1026.2	805.0
Ev-group16489-comp36_c0_seq2	slc12a9	blast	126.2	142.2
Ev-group16489-comp39_c2_seq1	rraga	blast	12042.7	5323.2
Ev-group16489-comp40_c0_seq1	SNX2	blast	2008.7	2434.0
Ev-group16489-comp46_c0_seq1		blast	1234.8	608.8
Ev-group16489-comp46_c0_seq2	si:dkeyp-67d2.5	blast	5135.9	663.6
Ev-group16489-comp48_c0_seq1	dlg1	blast	1314.9	743.2
Ev-group16489-comp49_c1_seq5		blast	135.9	378.0
Ev-group16489-comp50_c0_seq1	SGIP1	blast	43.7	134.4
Ev-group1649-comp1_c0_seq1	gpsm1b	blast	60.7	128.6
Ev-group16490-comp0_c0_seq4	hip1	blast	1011.6	1209.0
Ev-group16492-comp0_c0_seq1		blast	1174.2	1164.9
Ev-group16497-comp4_c0_seq1	polr3glb	blast	1159.6	828.1
Ev-group16497-comp42_c0_seq1	ANKRD34A	blast	12.1	2.1
Ev-group164970-comp0_c0_seq3		blast	12.1	2.5
Ev-group16498-comp0_c0_seq4		blast	138.3	297.6
Ev-group164985-comp1_c0_seq1		blast	0.0	7.0
Ev-group16499-comp0_c0_seq1	tpm4a	blast	126.2	510.7
Ev-group1650-comp0_c0_seq10		blast	0.0	67.2
Ev-group1650-comp0_c0_seq20		blast	101.9	121.6
Ev-group1650-comp0_c0_seq40		blast	111.6	38.3
Ev-group1650-comp0_c0_seq65	ublcp1	blast	0.0	0.0
Ev-group1650-comp0_c0_seq67		blast	36.4	31.7
Ev-group16501-comp3_c0_seq3	lix1l	blast	1048.0	855.3
Ev-group165017-comp0_c0_seq1		blast	41.2	105.1
Ev-group165023-comp0_c0_seq1		blast	106.7	187.1
Ev-group165023-comp0_c0_seq2		blast	92.2	33.0
Ev-group16510-comp49_c0_seq1		blast	3459.5	3867.3
Ev-group16510-comp73_c0_seq1		blast	1159.6	251.4
Ev-group16510-comp77_c0_seq12		blast	1506.6	2120.8
Ev-group16510-comp77_c0_seq18		blast	143.1	281.5
Ev-group16510-comp77_c0_seq22		blast	128.6	340.5
Ev-group16510-comp77_c0_seq5		blast	65.5	1409.7
Ev-group16510-comp77_c0_seq7	AP2A2	blast	1016.5	1086.1
Ev-group16510-comp78_c1_seq17		blast	111.6	312.9
Ev-group16510-comp78_c1_seq3		blast	400.3	1121.6
Ev-group165126-comp0_c0_seq1	cbln4	blast	2.4	9.9
Ev-group16514-comp5_c0_seq1		blast	46.1	83.7
Ev-group16514-comp5_c0_seq3		blast	0.0	0.0
Ev-group16514-comp5_c0_seq4		blast	150621.1	114789.4
Ev-group16514-comp6_c0_seq1	rasa3	blast	720.5	1093.2
Ev-group165140-comp0_c0_seq1	ankrd24	blast	0.0	13.2
Ev-group165147-comp0_c0_seq1	utp3	blast	344.5	240.3
Ev-group16516-comp4_c0_seq3	C2H5orf22	blast	2127.6	1125.7
Ev-group16516-comp5_c0_seq1	cu137686.1	blast	681.7	662.0
Ev-group1652-comp0_c0_seq2	tysnd1	blast	1050.5	619.9
Ev-group165224-comp0_c0_seq2		blast	0.0	35.0
Ev-group16524-comp0_c0_seq1	dcakd	blast	790.9	1138.1
Ev-group16525-comp14_c0_seq3	impdh2	blast	7362.9	5216.8
Ev-group1653-comp1_c0_seq1		blast	4.9	11.1
Ev-group1653-comp3_c0_seq1		blast	75.2	202.0
Ev-group16531-comp1_c0_seq1		blast	587.1	472.4
Ev-group165316-comp0_c0_seq1		blast	38.8	77.9
Ev-group165316-comp0_c0_seq5	gstt1b	blast	480.3	337.2
Ev-group165319-comp0_c0_seq1		blast	77.6	159.5
Ev-group16533-comp0_c0_seq2		blast	106.7	302.6
Ev-group165385-comp0_c0_seq1	MTERFD3	blast	235.3	48.2
Ev-group1654-comp2_c0_seq1		blast	308.1	221.8
Ev-group1654-comp3_c1_seq1		blast	497.3	351.6
Ev-group1654-comp4_c1_seq2		blast	38.8	133.1
Ev-group16540-comp1_c0_seq2		blast	490.1	305.9
Ev-group165429-comp0_c0_seq1		blast	36.4	33.0
Ev-group165429-comp0_c0_seq2	ARHGAP44 (1 of 2)	blast	24.3	12.8
Ev-group165429-comp0_c0_seq3		blast	34.0	89.4
Ev-group16543-comp0_c0_seq1	alpk2	blast	12797.2	425.8
Ev-group165434-comp0_c0_seq1		blast	0.0	19.4
Ev-group16544-comp2_c0_seq1	txndc5	blast	1106.3	1345.4
Ev-group165450-comp0_c0_seq2		blast	99.5	68.8
Ev-group16547-comp0_c0_seq2	gpr146	blast	201.4	441.5
Ev-group1655-comp0_c0_seq1		blast	65.5	58.1
Ev-group165502-comp0_c0_seq1	ddit3	blast	36.4	27.6
Ev-group16554-comp10_c0_seq6	alg2	blast	155.3	73.0
Ev-group16554-comp8_c0_seq1	laptm4a	blast	7569.1	5220.1
Ev-group16554-comp9_c0_seq1	sec61b	blast	72.8	79.6
Ev-group165544-comp0_c0_seq1	GJD4	blast	2.4	2.5
Ev-group16558-comp0_c0_seq2	GCFC1	blast	41.2	34.2
Ev-group16558-comp1_c0_seq1		blast	672.0	556.9
Ev-group16558-comp1_c0_seq2		blast	34.0	53.2
Ev-group165580-comp0_c0_seq1		blast	31.5	40.0
Ev-group16559-comp2_c0_seq1	atg12	blast	502.2	261.7
Ev-group1656-comp3_c0_seq2	atp10d	blast	89.8	85.3
Ev-group16561-comp1_c0_seq22	dennd3a	blast	2069.4	1594.0
Ev-group165656-comp0_c0_seq1	gadd45gip1	blast	230.5	158.3
Ev-group1657-comp0_c0_seq1		blast	89.8	260.5
Ev-group1657-comp0_c0_seq2		blast	390.6	366.0
Ev-group1657-comp0_c0_seq5		blast	296.0	109.6
Ev-group165716-comp0_c0_seq1	C8H1orf174	blast	41.2	77.9
Ev-group165740-comp0_c0_seq1		blast	2.4	4.9
Ev-group16575-comp2_c0_seq1	pip5k2	blast	271.7	293.1
Ev-group165770-comp0_c0_seq1		blast	34.0	14.8
Ev-group165799-comp0_c0_seq1		blast	9.7	15.3
Ev-group1658-comp1_c0_seq2		blast	82.5	169.0
Ev-group165804-comp0_c0_seq1	agpat9l	blast	58.2	66.0
Ev-group165804-comp0_c0_seq2		blast	0.0	0.0
Ev-group16581-comp6_c0_seq14		blast	150.4	148.4
Ev-group16581-comp6_c0_seq5		blast	26.7	51.1
Ev-group16581-comp6_c0_seq6		blast	94.6	56.5
Ev-group165812-comp0_c0_seq2		blast	482.8	690.8
Ev-group16582-comp0_c0_seq1		blast	2265.9	339.2
Ev-group16584-comp0_c0_seq1		blast	293.5	556.1
Ev-group16586-comp4_c0_seq5	rbm42	blast	1130.5	930.7
Ev-group165868-comp0_c0_seq1	SLC45A4 (2 of 2)	blast	235.3	133.1
Ev-group16587-comp0_c0_seq1		blast	446.4	429.9
Ev-group1659-comp0_c0_seq10		blast	118.9	166.5
Ev-group1659-comp0_c0_seq7	tmem68	blast	475.5	564.3
Ev-group165907-comp0_c0_seq1		blast	12.1	4.5
Ev-group16591-comp0_c0_seq1	mettl11b	blast	2168.9	31.7
Ev-group16593-comp1_c0_seq2	rfc2	blast	621.1	573.4
Ev-group16595-comp4_c0_seq1	ZCCHC2	blast	72.8	35.0
Ev-group16595-comp9_c0_seq1		blast	254.7	238.7
Ev-group16595-comp9_c0_seq2		blast	97.0	117.5
Ev-group16597-comp11_c1_seq3	sun1	blast	5579.8	3827.7
Ev-group16597-comp12_c0_seq1		blast	589.5	687.5
Ev-group16597-comp9_c0_seq1	trip11	blast	7464.8	2532.1
Ev-group16598-comp0_c0_seq1		blast	405.1	301.7
Ev-group16599-comp2_c0_seq3	rabep1	blast	541.0	370.2
Ev-group166-comp1_c0_seq1	ALG11	blast	419.7	386.6
Ev-group1660-comp3_c0_seq1	OSBPL3 (1 of 2)	blast	84.9	140.1
Ev-group16604-comp101_c1_seq1	fn1	blast	279.0	1667.3
Ev-group16604-comp101_c2_seq1		blast	441.5	1909.3
Ev-group16604-comp105_c0_seq4	KLC4 (1 of 2)	blast	2945.2	1991.8
Ev-group16604-comp105_c0_seq5	klc1a	blast	1851.0	2239.9
Ev-group16604-comp107_c0_seq2		blast	9.7	40.0
Ev-group16604-comp107_c0_seq8		blast	65.5	109.6
Ev-group16604-comp109_c0_seq1	akt1s1	blast	6744.3	1361.9
Ev-group16604-comp87_c0_seq8	vps11	blast	3510.4	2708.2
Ev-group16604-comp95_c0_seq11	pik3r3b	blast	283.8	591.5
Ev-group16604-comp95_c0_seq2		blast	143.1	134.0
Ev-group16604-comp95_c0_seq3		blast	303.3	863.1
Ev-group16604-comp95_c0_seq4		blast	691.4	758.9
Ev-group16604-comp96_c0_seq2	fn1b	blast	977.7	2345.8
Ev-group16604-comp98_c0_seq22	pik3r1	blast	16586.6	3648.8
Ev-group16604-comp98_c0_seq34		blast	832.1	249.8
Ev-group16604-comp98_c0_seq5	lcp2	blast	5337.2	1095.6
Ev-group16604-comp99_c0_seq3		blast	1969.9	4817.0
Ev-group166041-comp0_c0_seq1		blast	174.7	159.9
Ev-group16607-comp2_c0_seq1	DIABLO (2 of 2)	blast	424.6	409.7
Ev-group16609-comp0_c0_seq1		blast	739.9	758.9
Ev-group166098-comp0_c0_seq1		blast	12.1	22.3
Ev-group1661-comp10_c0_seq1	rpe	blast	2096.1	612.5
Ev-group1661-comp10_c0_seq2		blast	257.2	389.9
Ev-group1661-comp15_c0_seq1	prdm2b	blast	38.8	62.7
Ev-group1661-comp15_c0_seq2		blast	198.9	272.5
Ev-group1661-comp17_c0_seq9		blast	1623.0	1768.3
Ev-group1661-comp19_c0_seq1	magi1b	blast	70.4	127.4
Ev-group1661-comp20_c0_seq2	ZNF618	blast	645.3	970.7
Ev-group1661-comp22_c0_seq1	jak3	blast	240.2	235.0
Ev-group1661-comp27_c0_seq1	eya3	blast	138.3	107.6
Ev-group1661-comp32_c0_seq1		blast	4.9	20.2
Ev-group1661-comp34_c0_seq1		blast	43.7	51.9
Ev-group166112-comp0_c0_seq1	rhbdf1	blast	24.3	44.9
Ev-group16612-comp0_c0_seq1		blast	1686.1	1718.9
Ev-group166123-comp0_c0_seq1		blast	2.4	37.9
Ev-group166135-comp0_c0_seq1	ctskl	blast	50.9	10.3
Ev-group166143-comp0_c0_seq2		blast	315.4	574.6
Ev-group1662-comp0_c0_seq1	DCUN1D3	blast	269.3	774.5
Ev-group16620-comp0_c0_seq1	TMEM182 (2 of 2)	blast	2125.2	116.2
Ev-group16621-comp0_c0_seq1	rilpl2	blast	1096.6	476.9
Ev-group16622-comp0_c0_seq1	vasnb	blast	999.5	2110.5
Ev-group16623-comp1_c0_seq1		blast	21.8	33.4
Ev-group16624-comp27_c1_seq2		blast	2336.2	828.1
Ev-group16624-comp27_c1_seq8		blast	2202.8	3554.0
Ev-group16624-comp28_c0_seq7	nfyc	blast	114.0	232.5
Ev-group16624-comp31_c0_seq4		blast	1620.6	1470.3
Ev-group16624-comp31_c0_seq8	ifih1	blast	359.0	442.3
Ev-group16624-comp32_c2_seq12		blast	2823.9	868.5
Ev-group16624-comp32_c2_seq14		blast	213.5	195.0
Ev-group16624-comp32_c2_seq2	kidins220b	blast	235.3	2060.2
Ev-group16624-comp32_c2_seq3		blast	0.0	0.0
Ev-group16624-comp32_c2_seq5		blast	230.5	146.3
Ev-group16624-comp32_c2_seq9	kidins220a	blast	824.8	498.8
Ev-group16624-comp34_c0_seq1	mfap5	blast	960.7	1508.7
Ev-group16625-comp0_c1_seq1	ubr7	blast	317.8	289.8
Ev-group16626-comp1_c0_seq2	vegfaa	blast	300.8	135.6
Ev-group16626-comp1_c0_seq3		blast	220.8	61.8
Ev-group16626-comp1_c0_seq4		blast	395.4	140.1
Ev-group166274-comp0_c0_seq1	rpp30	blast	211.1	81.2
Ev-group1663-comp0_c0_seq1	JMJD8	blast	48.5	144.3
Ev-group1663-comp1_c0_seq1		blast	1821.9	738.3
Ev-group1663-comp1_c0_seq2		blast	41.2	35.9
Ev-group16631-comp4_c0_seq2	ewsr1a	blast	198.9	145.9
Ev-group16631-comp4_c0_seq3	CABZ01072096.1	blast	53.4	63.1
Ev-group166314-comp0_c0_seq2		blast	123.7	136.0
Ev-group1664-comp0_c0_seq2		blast	104.3	70.5
Ev-group16640-comp3_c0_seq4	FRRS1 (3 of 3)	blast	1593.9	953.0
Ev-group16640-comp3_c0_seq8		blast	12.1	77.5
Ev-group166408-comp0_c0_seq2		blast	208.6	94.8
Ev-group16641-comp0_c0_seq1		blast	465.8	568.0
Ev-group16644-comp12_c0_seq1		blast	21.8	87.4
Ev-group16644-comp15_c0_seq16	zfyve19	blast	2712.3	1150.0
Ev-group16644-comp17_c0_seq1		blast	12889.4	3871.4
Ev-group16647-comp0_c0_seq2	tfg	blast	822.4	304.2
Ev-group16648-comp0_c0_seq2	fbxw2	blast	856.4	1443.5
Ev-group166494-comp0_c0_seq1	baxa	blast	84.9	154.6
Ev-group1665-comp16_c0_seq1	cct5	blast	40667.2	8688.8
Ev-group16653-comp2_c0_seq1	bcat2	blast	664.7	974.4
Ev-group16655-comp0_c0_seq1		blast	281.4	202.0
Ev-group1666-comp5_c0_seq3		blast	2190.7	2237.4
Ev-group16661-comp1_c0_seq1	GEMIN6	blast	606.5	425.0
Ev-group16661-comp4_c0_seq1		blast	359.0	412.6
Ev-group16662-comp0_c0_seq22	casd1	blast	1734.6	1094.8
Ev-group16665-comp1_c0_seq1	nos1apa	blast	0.0	0.0
Ev-group16666-comp0_c0_seq2		blast	201.4	246.5
Ev-group166668-comp0_c0_seq1		blast	1290.6	358.2
Ev-group16667-comp0_c0_seq1		blast	12.1	0.0
Ev-group16667-comp0_c0_seq2		blast	266.9	409.7
Ev-group166688-comp0_c0_seq1	LRRN2	blast	24.3	66.8
Ev-group1667-comp1_c0_seq4	tmem135	blast	1074.7	881.3
Ev-group166723-comp0_c0_seq2		blast	184.4	93.2
Ev-group166723-comp0_c0_seq5		blast	0.0	0.0
Ev-group166757-comp0_c0_seq1	mia2	blast	41.2	42.5
Ev-group16686-comp0_c0_seq1	IPO11	blast	7195.5	797.6
Ev-group166874-comp0_c0_seq1		blast	43.7	43.3
Ev-group1669-comp3_c0_seq2	atp9b	blast	215.9	227.9
Ev-group16693-comp1_c0_seq1	eif2b5	blast	3816.1	457.5
Ev-group166963-comp0_c0_seq1	pdia2	blast	2.4	4.5
Ev-group16698-comp0_c0_seq1	CU855779.1	blast	242.6	487.2
Ev-group16699-comp4_c0_seq1	FAT4	blast	1113.5	2718.5
Ev-group167-comp0_c0_seq2		blast	12.1	19.4
Ev-group167-comp1_c0_seq2		blast	67.9	79.1
Ev-group1670-comp1_c0_seq6	FP101990.1	blast	2.4	30.1
Ev-group16702-comp0_c0_seq8	sf3a2	blast	410.0	214.3
Ev-group16703-comp1_c0_seq1	PPP1R37 (1 of 2)	blast	2270.7	1905.6
Ev-group167032-comp0_c0_seq1	TMEM211	blast	29.1	48.2
Ev-group167072-comp0_c0_seq1		blast	101.9	110.9
Ev-group16714-comp1_c0_seq2	LMCD1	blast	283.8	436.9
Ev-group167143-comp0_c0_seq1		blast	155.3	223.0
Ev-group16717-comp0_c0_seq2	ppat	blast	9.7	29.3
Ev-group16717-comp1_c0_seq15		blast	0.0	10.7
Ev-group16717-comp1_c0_seq2		blast	793.3	407.7
Ev-group16717-comp1_c0_seq5	paics	blast	1348.9	648.8
Ev-group16717-comp1_c0_seq6		blast	0.0	0.0
Ev-group1672-comp0_c0_seq3		blast	9.7	17.7
Ev-group16720-comp1_c0_seq1		blast	1351.3	1288.1
Ev-group16721-comp3_c0_seq1	tbx18	blast	1142.6	1568.8
Ev-group16727-comp0_c0_seq1	PCNXL3	blast	106.7	227.5
Ev-group1673-comp1_c0_seq3	zbtb2b	blast	298.4	227.9
Ev-group16730-comp2_c0_seq1		blast	1147.5	338.8
Ev-group16730-comp3_c0_seq25	plk3	blast	274.1	2359.0
Ev-group16730-comp3_c0_seq56		blast	276.6	322.3
Ev-group167305-comp0_c0_seq7		blast	264.4	211.0
Ev-group167309-comp0_c0_seq1		blast	55.8	77.5
Ev-group167353-comp0_c0_seq1		blast	12.1	1.6
Ev-group167371-comp0_c0_seq1		blast	106.7	93.2
Ev-group167384-comp0_c0_seq1		blast	29.1	15.7
Ev-group1674-comp2_c0_seq1	PFKP (2 of 2)	blast	29.1	295.1
Ev-group16741-comp1_c0_seq1	LRRC14B	blast	7423.6	1989.7
Ev-group167411-comp0_c0_seq1		blast	12.1	31.3
Ev-group16742-comp0_c0_seq1	C7H11orf68	blast	368.8	153.3
Ev-group16742-comp1_c0_seq1	drap1	blast	60.7	98.9
Ev-group167441-comp0_c0_seq1	MRPS26	blast	3789.4	1395.7
Ev-group167464-comp0_c0_seq1		blast	2.4	16.1
Ev-group16750-comp0_c0_seq1	nuak2	blast	155.3	555.6
Ev-group16753-comp1_c0_seq2	smfn	blast	179.5	465.0
Ev-group16756-comp2_c0_seq43		blast	696.3	716.4
Ev-group167571-comp0_c0_seq1		blast	133.4	200.7
Ev-group167587-comp0_c0_seq2	hdhd1	blast	36.4	270.4
Ev-group167603-comp0_c0_seq2		blast	14.6	26.4
Ev-group16765-comp0_c0_seq1	harbi1	blast	373.6	170.7
Ev-group167678-comp0_c0_seq1	slc47a2	blast	0.0	4.9
Ev-group16769-comp2_c0_seq1	DEDD2	blast	577.4	394.5
Ev-group16769-comp4_c0_seq1	rabac1	blast	4604.6	2174.4
Ev-group1677-comp0_c0_seq5	MFSD10	blast	131.0	109.6
Ev-group16771-comp0_c0_seq1		blast	468.2	237.4
Ev-group167747-comp0_c0_seq3		blast	63.1	15.7
Ev-group16776-comp2_c0_seq2	gpr182	blast	143.1	115.0
Ev-group16780-comp1_c0_seq1	stk25b	blast	548.3	569.7
Ev-group167834-comp0_c0_seq1	b3gnt2b	blast	84.9	159.5
Ev-group167842-comp0_c0_seq3		blast	0.0	31.7
Ev-group16785-comp0_c0_seq1		blast	351.8	416.3
Ev-group16789-comp20_c0_seq1	kbtbd10a	blast	7991.3	5221.7
Ev-group16789-comp30_c0_seq1	trmt1l	blast	1846.2	659.1
Ev-group16789-comp30_c0_seq2		blast	41.2	35.0
Ev-group16789-comp35_c0_seq1		blast	31.5	99.3
Ev-group16789-comp38_c0_seq1	nsun2	blast	490.1	556.9
Ev-group16789-comp40_c0_seq1	cbr4	blast	194.1	109.6
Ev-group16789-comp41_c0_seq1		blast	242.6	226.7
Ev-group16789-comp44_c0_seq1	dip2ba	blast	749.6	571.3
Ev-group16789-comp44_c0_seq8		blast	99.5	87.8
Ev-group16789-comp45_c0_seq4	fastkd1	blast	385.7	508.7
Ev-group167909-comp0_c0_seq1	CABZ01032951.1	blast	2.4	5.8
Ev-group16791-comp4_c0_seq1		blast	310.5	371.4
Ev-group16791-comp6_c0_seq4	nsmaf	blast	943.7	1180.5
Ev-group16791-comp7_c0_seq5	ggh	blast	710.8	423.7
Ev-group16794-comp0_c0_seq7	desi2	blast	82.5	48.6
Ev-group16796-comp0_c0_seq1	srpr	blast	769.0	418.0
Ev-group167983-comp0_c0_seq1		blast	41.2	31.3
Ev-group168-comp2_c0_seq1	mapk8ip2	blast	34.0	190.8
Ev-group1680-comp4_c0_seq1	ccdc28b	blast	2171.3	8553.6
Ev-group16801-comp2_c0_seq1	fam60a	blast	48.5	61.8
Ev-group16807-comp0_c0_seq1	mgat3	blast	213.5	101.4
Ev-group168080-comp0_c0_seq2		blast	14.6	16.5
Ev-group168095-comp0_c0_seq1		blast	38.8	18.1
Ev-group168116-comp0_c0_seq2		blast	111.6	72.5
Ev-group168119-comp0_c0_seq1	c7a	blast	48.5	220.9
Ev-group16812-comp0_c0_seq1	aip	blast	875.8	521.4
Ev-group16814-comp0_c0_seq1	tmem160	blast	1067.4	610.5
Ev-group168175-comp0_c0_seq1		blast	29.1	51.5
Ev-group16818-comp0_c0_seq2	adamtsl7	blast	4.9	422.9
Ev-group1682-comp0_c0_seq1		blast	29.1	63.1
Ev-group1682-comp1_c0_seq1	ipp	blast	106.7	114.2
Ev-group1682-comp1_c0_seq4		blast	29.1	44.1
Ev-group16820-comp1_c0_seq1	lzts2b	blast	203.8	686.7
Ev-group168215-comp0_c0_seq1		blast	0.0	18.5
Ev-group168216-comp0_c0_seq1		blast	99.5	87.8
Ev-group168259-comp0_c0_seq1		blast	17.0	23.1
Ev-group168259-comp0_c0_seq2	nudt1	blast	41.2	65.5
Ev-group16827-comp0_c0_seq1	ahcy	blast	3440.1	700.3
Ev-group16828-comp1_c0_seq2	FAM114A2	blast	2736.5	1335.5
Ev-group168291-comp0_c0_seq1	morn3	blast	558.0	138.9
Ev-group1683-comp8_c1_seq15		blast	1234.8	168.6
Ev-group1683-comp8_c1_seq32		blast	419.7	173.5
Ev-group1683-comp8_c1_seq7	mkln1	blast	3367.3	1214.8
Ev-group16831-comp100_c0_seq15	zmym2	blast	3876.8	1812.0
Ev-group16831-comp100_c0_seq39		blast	92.2	110.5
Ev-group16831-comp101_c0_seq2	CU302436.1	blast	40067.9	6359.4
Ev-group16831-comp101_c0_seq36		blast	114.0	195.4
Ev-group16831-comp101_c0_seq37		blast	875.8	3244.4
Ev-group16831-comp101_c0_seq43		blast	172.2	1063.1
Ev-group16831-comp101_c0_seq63		blast	0.0	0.0
Ev-group16831-comp101_c0_seq68		blast	128.6	399.0
Ev-group16831-comp101_c0_seq7	flna	blast	7222.2	6799.7
Ev-group16831-comp102_c0_seq16		blast	21.8	65.1
Ev-group16831-comp102_c0_seq24		blast	3151.4	2545.7
Ev-group16831-comp102_c0_seq25	lrrfip1b	blast	24.3	93.2
Ev-group16831-comp104_c0_seq20		blast	298.4	210.6
Ev-group16831-comp104_c0_seq7	mycbp2	blast	6567.2	8304.2
Ev-group16831-comp40_c0_seq1	reep3l	blast	152.8	252.3
Ev-group16831-comp53_c0_seq1	psmb5	blast	11644.8	1512.8
Ev-group16831-comp60_c0_seq1	mrps15	blast	1052.9	665.7
Ev-group16831-comp69_c0_seq1	pkhd1l1	blast	172.2	99.8
Ev-group16831-comp84_c0_seq1		blast	152.8	180.1
Ev-group16831-comp87_c1_seq11	kat2b	blast	7462.4	3667.8
Ev-group16831-comp88_c0_seq1	RANBP3 (1 of 2)	blast	596.8	272.1
Ev-group16831-comp88_c0_seq3		blast	138.3	255.2
Ev-group16831-comp92_c0_seq11	RBMS2 (2 of 2)	blast	604.1	414.7
Ev-group16831-comp99_c0_seq1		blast	344.5	401.9
Ev-group16834-comp0_c0_seq1	aatf	blast	320.2	356.6
Ev-group16838-comp0_c0_seq1		blast	0.0	300.5
Ev-group16840-comp4_c0_seq3	dyrk2	blast	11101.4	3326.5
Ev-group16841-comp0_c0_seq3	DSN1	blast	194.1	213.1
Ev-group16843-comp0_c0_seq1		blast	3233.9	832.2
Ev-group16846-comp14_c0_seq1	hax1	blast	4546.3	3168.2
Ev-group168469-comp0_c0_seq1		blast	9.7	11.5
Ev-group16848-comp2_c0_seq1	si:dkey-219c3.2	blast	368.8	372.6
Ev-group168482-comp0_c0_seq1	cmn	blast	0.0	9.9
Ev-group1685-comp0_c0_seq2	poglut1	blast	148.0	296.8
Ev-group16854-comp3_c0_seq6		blast	24.3	67.2
Ev-group16854-comp3_c0_seq9		blast	114.0	56.9
Ev-group168555-comp0_c0_seq1		blast	0.0	93.2
Ev-group168555-comp0_c0_seq2		blast	19.4	0.0
Ev-group168558-comp0_c0_seq1		blast	126.2	139.7
Ev-group16858-comp0_c0_seq3	dnajc5gb	blast	72.8	86.1
Ev-group16859-comp2_c0_seq2	foxn2b	blast	419.7	298.8
Ev-group16865-comp0_c0_seq1	ctnnbl1	blast	417.3	447.6
Ev-group16866-comp0_c0_seq1	mesdc2	blast	145.6	296.0
Ev-group168662-comp0_c0_seq1	si:ch211-149l1.2	blast	0.0	6.2
Ev-group16868-comp0_c0_seq1		blast	75.2	391.2
Ev-group168697-comp0_c0_seq1	LRRC52 (1 of 2)	blast	0.0	18.5
Ev-group1687-comp0_c0_seq1	nkx6.1	blast	9.7	276.2
Ev-group1687-comp0_c0_seq3	nkx6.3	blast	0.0	78.7
Ev-group16871-comp1_c0_seq1		blast	587.1	505.8
Ev-group16871-comp2_c0_seq1		blast	354.2	176.4
Ev-group16872-comp1_c0_seq4		blast	2.4	4.1
Ev-group16872-comp2_c0_seq5	dus2l	blast	485.2	622.0
Ev-group16873-comp0_c0_seq1	GOLT1B (2 of 2)	blast	951.0	249.4
Ev-group168739-comp0_c0_seq1	comtb	blast	31.5	9.5
Ev-group168824-comp0_c0_seq2		blast	89.8	43.7
Ev-group168834-comp0_c0_seq2		blast	14.6	13.6
Ev-group168836-comp0_c0_seq2		blast	2.4	13.6
Ev-group16885-comp0_c0_seq1		blast	458.5	129.0
Ev-group168867-comp0_c0_seq1		blast	0.0	10.3
Ev-group1689-comp2_c0_seq12		blast	334.8	398.6
Ev-group1689-comp2_c0_seq7		blast	2760.8	1538.7
Ev-group1689-comp3_c0_seq1		blast	104.3	128.2
Ev-group1689-comp3_c0_seq5	zfyve16	blast	468.2	396.5
Ev-group168901-comp0_c0_seq1	snap29	blast	252.3	265.0
Ev-group16891-comp0_c0_seq1	hccsa	blast	938.9	446.0
Ev-group16892-comp1_c0_seq1	SLC27A3	blast	575.0	592.7
