seq_ID	annotation	annotation_type	SM	EO
Ev-group15887-comp4_c0_seq4	fam177a1	blast	2646.8	1039.6
Ev-group1589-comp1_c1_seq19	FBXL13	blast	388.2	97.3
Ev-group1589-comp1_c1_seq26		blast	194.1	48.6
Ev-group1589-comp1_c1_seq27		blast	487.6	219.3
Ev-group1589-comp1_c1_seq4		blast	368.8	44.1
Ev-group158921-comp0_c0_seq1	SLC22A15	blast	53.4	73.0
Ev-group158972-comp0_c0_seq1	FAM69A (1 of 2)	blast	41.2	76.7
Ev-group159-comp0_c0_seq1	C14H5orf24 (1 of 2)	blast	439.1	401.5
Ev-group1590-comp0_c1_seq2	zgc:112496	blast	29.1	58.9
Ev-group1590-comp1_c0_seq1	wdr24	blast	414.8	300.1
Ev-group1590-comp1_c0_seq2		blast	194.1	279.9
Ev-group1590-comp3_c0_seq1		blast	441.5	434.0
Ev-group15901-comp1_c0_seq8	pdcd2	blast	883.1	429.5
Ev-group15904-comp0_c0_seq1		blast	376.0	260.1
Ev-group15907-comp0_c0_seq1	SNCAIP	blast	817.6	816.2
Ev-group159086-comp0_c0_seq1	CABZ01113191.1	blast	55.8	55.6
Ev-group15909-comp0_c1_seq1		blast	676.9	467.4
Ev-group1591-comp0_c0_seq1	ren	blast	735.1	835.5
Ev-group15911-comp0_c0_seq3		blast	407.6	269.6
Ev-group15911-comp1_c0_seq2	fbxl5	blast	1368.3	931.6
Ev-group15913-comp0_c0_seq1	fra10ac1	blast	810.3	569.7
Ev-group15915-comp0_c1_seq1	rabl3	blast	300.8	349.1
Ev-group159163-comp0_c0_seq1		blast	138.3	132.7
Ev-group15918-comp0_c0_seq2	tgs1	blast	422.1	320.3
Ev-group159218-comp0_c0_seq1		blast	177.1	134.8
Ev-group15924-comp5_c0_seq1	KDM3B	blast	1800.1	1002.5
Ev-group159244-comp0_c0_seq1		blast	46.1	81.2
Ev-group15926-comp5_c0_seq3		blast	19.4	8.7
Ev-group15926-comp6_c0_seq1	CLEC4M	blast	1584.2	1164.9
Ev-group15926-comp7_c0_seq3	COL4A3BP (1 of 2)	blast	1657.0	1307.9
Ev-group159290-comp0_c0_seq1		blast	1018.9	448.5
Ev-group1593-comp5_c0_seq1	slc15a4	blast	752.1	300.1
Ev-group15930-comp4_c0_seq14		blast	7076.7	1216.0
Ev-group15931-comp0_c0_seq1		blast	795.7	364.4
Ev-group159344-comp0_c0_seq1		blast	77.6	29.7
Ev-group159374-comp0_c0_seq2	SNRNP25	blast	232.9	305.0
Ev-group1594-comp2_c0_seq2	swi5	blast	1741.9	967.4
Ev-group159403-comp0_c0_seq1		blast	0.0	27.2
Ev-group15941-comp2_c0_seq2	pdcd5	blast	807.9	838.8
Ev-group15943-comp0_c0_seq1	tmbim4	blast	228.0	303.0
Ev-group15943-comp1_c0_seq1		blast	126.2	222.2
Ev-group15945-comp0_c0_seq1	gtf2e2	blast	499.8	657.0
Ev-group159480-comp0_c0_seq1		blast	4.9	7.4
Ev-group15950-comp0_c0_seq15		blast	706.0	223.8
Ev-group15950-comp0_c0_seq22		blast	371.2	508.2
Ev-group15950-comp0_c0_seq32		blast	104.3	112.9
Ev-group15950-comp0_c0_seq34		blast	21.8	0.0
Ev-group15950-comp0_c0_seq37	ctns	blast	485.2	307.5
Ev-group15950-comp0_c0_seq47		blast	182.0	109.6
Ev-group159505-comp0_c0_seq3		blast	38.8	31.7
Ev-group15953-comp0_c0_seq1		blast	2.4	423.7
Ev-group15955-comp0_c0_seq2	dusp12	blast	405.1	251.4
Ev-group159571-comp0_c0_seq1		blast	34.0	31.3
Ev-group159597-comp0_c0_seq2		blast	4.9	8.7
Ev-group15961-comp10_c0_seq1	med10	blast	293.5	272.5
Ev-group15961-comp11_c0_seq1	UBE2QL1	blast	82.5	1385.8
Ev-group15961-comp12_c0_seq1	C5H4orf22	blast	43.7	89.4
Ev-group15961-comp9_c0_seq1	fgf5	blast	53.4	88.2
Ev-group15961-comp9_c0_seq2		blast	36.4	0.0
Ev-group159620-comp0_c0_seq1		blast	9.7	22.7
Ev-group159657-comp16_c0_seq1		blast	29194.6	29964.1
Ev-group15972-comp1_c0_seq2	cmtm7	blast	601.6	1994.2
Ev-group159739-comp0_c0_seq2		blast	7.3	17.3
Ev-group159788-comp0_c0_seq1	rgs7bpb	blast	0.0	6.6
Ev-group1598-comp4_c0_seq4	DNMBP	blast	165.0	137.7
Ev-group1598-comp4_c0_seq8		blast	215.9	518.5
Ev-group1598-comp6_c0_seq3	sh3gl1b	blast	150.4	143.4
Ev-group1598-comp6_c0_seq6		blast	259.6	105.1
Ev-group1598-comp6_c0_seq8		blast	228.0	120.0
Ev-group15984-comp0_c0_seq5	rad1	blast	659.9	617.1
Ev-group15986-comp5_c0_seq2	mcamb	blast	1574.5	3195.8
Ev-group15990-comp4_c1_seq6		blast	477.9	436.9
Ev-group15990-comp4_c1_seq7		blast	1011.6	681.0
Ev-group15994-comp2_c0_seq1		blast	315.4	791.0
Ev-group15994-comp3_c0_seq1		blast	31.5	170.7
Ev-group15997-comp0_c0_seq1		blast	1344.0	761.3
Ev-group15997-comp1_c0_seq1		blast	378.5	143.0
Ev-group15997-comp1_c0_seq2		blast	169.8	110.9
Ev-group16-comp0_c0_seq1	smad7	blast	1091.7	927.4
Ev-group160-comp3_c0_seq1		blast	220.8	176.0
Ev-group160-comp5_c0_seq1	MYOM3	blast	356.6	311.6
Ev-group160-comp5_c0_seq2		blast	0.0	49.1
Ev-group160005-comp0_c0_seq1		blast	31.5	59.8
Ev-group160020-comp0_c0_seq1		blast	46.1	150.5
Ev-group16005-comp3_c0_seq1		blast	269.3	957.1
Ev-group16006-comp1_c0_seq1	klf5a	blast	36.4	38.3
Ev-group1601-comp1_c0_seq2	vgll2a	blast	1606.0	305.0
Ev-group16012-comp4_c0_seq3	mob4	blast	1686.1	1053.6
Ev-group16012-comp5_c0_seq1	slc27a6	blast	837.0	529.3
Ev-group160120-comp0_c0_seq2		blast	31.5	38.7
Ev-group16014-comp3_c0_seq1		blast	138.3	198.7
Ev-group16014-comp4_c0_seq13	srpx	blast	317.8	1011.5
Ev-group16015-comp14_c1_seq1	irf2bp2b	blast	9420.2	8408.9
Ev-group16015-comp16_c0_seq1		blast	497.3	317.8
Ev-group16015-comp16_c0_seq2	irf2bp2a	blast	2845.7	3066.8
Ev-group16015-comp24_c0_seq1		blast	1445.9	1075.8
Ev-group16017-comp0_c0_seq1	zgc:136892	blast	65.5	522.7
Ev-group16021-comp0_c0_seq1	zgc:110319	blast	1137.8	321.5
Ev-group160221-comp0_c0_seq1		blast	2.4	10.3
Ev-group16023-comp2_c0_seq2	smu1	blast	1717.6	1211.9
Ev-group16024-comp4_c0_seq1		blast	3229.0	2811.6
Ev-group16024-comp4_c0_seq3		blast	55.8	127.0
Ev-group160272-comp0_c0_seq1	BX000468.1	blast	0.0	21.0
Ev-group16028-comp2_c0_seq3		blast	26.7	32.2
Ev-group16028-comp2_c0_seq5		blast	218.3	182.2
Ev-group16028-comp3_c0_seq1	MESDC1	blast	1710.3	1415.5
Ev-group160295-comp0_c0_seq1	scg2a	blast	0.0	16.1
Ev-group160356-comp0_c0_seq1		blast	7.3	30.9
Ev-group1604-comp0_c0_seq1	PGBD4 (4 of 7)	blast	400.3	164.9
Ev-group160402-comp0_c0_seq1		blast	24.3	0.8
Ev-group1605-comp2_c0_seq1	opcml	blast	29.1	131.5
Ev-group16053-comp0_c0_seq1	hspd1	blast	1387.7	1588.2
Ev-group160570-comp0_c0_seq1	esama	blast	109.2	85.3
Ev-group160593-comp0_c0_seq1		blast	4.9	4.5
Ev-group1606-comp1_c0_seq1		blast	543.4	539.2
Ev-group16063-comp4_c0_seq1	atp6v0cb	blast	1079.6	1348.3
Ev-group16063-comp5_c0_seq1		blast	613.8	434.9
Ev-group16065-comp1_c0_seq2		blast	247.5	112.5
Ev-group16065-comp2_c0_seq2		blast	997.1	424.6
Ev-group160688-comp0_c0_seq1		blast	43.7	9.5
Ev-group16069-comp6_c0_seq2	tdrd3	blast	322.7	291.0
Ev-group160691-comp0_c0_seq1	mpdu1a	blast	249.9	111.3
Ev-group1607-comp0_c0_seq2		blast	172.2	141.8
Ev-group16070-comp4_c0_seq3	rnf14	blast	2426.0	1527.2
Ev-group16070-comp4_c0_seq4		blast	84.9	71.7
Ev-group160701-comp0_c0_seq2		blast	264.4	150.0
Ev-group160744-comp0_c0_seq1		blast	19.4	44.5
Ev-group160768-comp0_c0_seq1	ildr1b	blast	17.0	34.2
Ev-group160856-comp1_c0_seq1		blast	60.7	93.6
Ev-group160856-comp1_c0_seq2		blast	17.0	71.3
Ev-group160866-comp0_c0_seq1		blast	140.7	107.2
Ev-group160873-comp0_c0_seq1	CLEC19A	blast	17.0	6.2
Ev-group160892-comp0_c0_seq1	PLIN5	blast	36.4	53.6
Ev-group1609-comp0_c0_seq1	enpp6	blast	388.2	618.3
Ev-group16096-comp0_c0_seq3		blast	240.2	441.1
Ev-group160980-comp0_c0_seq1		blast	17.0	124.1
Ev-group161-comp0_c0_seq2	csad	blast	26.7	33.0
Ev-group161009-comp0_c0_seq1		blast	50.9	65.5
Ev-group16104-comp1_c0_seq1	WDSUB1	blast	0.0	0.0
Ev-group16104-comp1_c0_seq2		blast	329.9	277.0
Ev-group16104-comp1_c0_seq3		blast	2445.4	3399.0
Ev-group16106-comp0_c0_seq1	sec63	blast	3406.1	1009.1
Ev-group16107-comp1_c0_seq1		blast	596.8	520.6
Ev-group16107-comp1_c0_seq2	flot2a	blast	912.2	1177.2
Ev-group16107-comp2_c0_seq1	chst12	blast	92.2	127.4
Ev-group16109-comp0_c0_seq1		blast	856.4	423.3
Ev-group16116-comp0_c0_seq2	itpkca	blast	2057.3	1184.7
Ev-group16119-comp0_c0_seq1	wu:fd14a06	blast	4970.9	1902.7
Ev-group1612-comp3_c0_seq1	CABZ01039580.2	blast	1166.9	1010.7
Ev-group16121-comp0_c0_seq1	FP236171.1	blast	2843.3	897.4
Ev-group16123-comp1_c0_seq1	SCGN	blast	223.2	1004.5
Ev-group16127-comp0_c0_seq1		blast	929.2	807.9
Ev-group1613-comp0_c0_seq3	si:dkey-258f14.3	blast	1899.6	151.7
Ev-group16130-comp7_c0_seq4		blast	121.3	1556.1
Ev-group16133-comp1_c0_seq1	gpm6ba	blast	26.7	355.7
Ev-group16133-comp1_c0_seq2		blast	38.8	99.8
Ev-group161334-comp0_c0_seq1		blast	126.2	146.3
Ev-group16134-comp0_c0_seq1		blast	900.0	1633.1
Ev-group16137-comp0_c0_seq2	b4galt6	blast	514.3	629.4
Ev-group161383-comp0_c0_seq1		blast	92.2	102.6
Ev-group1614-comp0_c0_seq1		blast	2469.7	1655.4
Ev-group16141-comp1_c0_seq1	sdc3	blast	97.0	414.3
Ev-group16143-comp1_c0_seq12	stambpb	blast	1135.4	392.0
Ev-group161434-comp0_c0_seq1	hrh3	blast	0.0	5.8
Ev-group161441-comp0_c0_seq1		blast	315.4	106.3
Ev-group16146-comp1_c0_seq11		blast	17.0	37.1
Ev-group161467-comp0_c0_seq2	clstn3	blast	31.5	119.5
Ev-group1615-comp1_c0_seq1	imp4	blast	104.3	77.5
Ev-group16152-comp0_c0_seq1		blast	0.0	528.4
Ev-group161525-comp0_c0_seq2		blast	145.6	69.7
Ev-group16153-comp20_c0_seq1		blast	337.2	339.7
Ev-group16153-comp23_c0_seq3		blast	1021.3	1667.8
Ev-group16153-comp28_c0_seq3	ppfia2	blast	410.0	1165.3
Ev-group16153-comp28_c0_seq5		blast	116.4	539.6
Ev-group16153-comp29_c0_seq3	zgc:171453	blast	46.1	218.5
Ev-group16153-comp29_c0_seq5		blast	60.7	137.7
Ev-group16153-comp30_c0_seq6		blast	618.6	586.6
Ev-group16153-comp31_c1_seq1	foxk1	blast	701.1	384.6
Ev-group16153-comp32_c0_seq2	ARMC9	blast	422.1	414.7
Ev-group16153-comp4_c0_seq1		blast	38.8	134.8
Ev-group16156-comp1_c0_seq1	SH3BGRL	blast	89.8	342.5
Ev-group16158-comp5_c0_seq2		blast	1754.0	618.3
Ev-group16158-comp6_c0_seq3		blast	732.7	1104.7
Ev-group16159-comp123_c0_seq1	rbm15	blast	3401.3	2360.7
Ev-group16159-comp168_c0_seq1	KCNJ9	blast	266.9	679.7
Ev-group16159-comp177_c0_seq1	net37-like	manual	15507.0	171807.4
Ev-group16159-comp179_c0_seq3		blast	18030.1	19906.4
Ev-group16159-comp185_c0_seq2	ptenb	blast	1928.7	2763.8
Ev-group16159-comp187_c0_seq1	traf4b	blast	14.6	304.2
Ev-group16159-comp190_c0_seq1	traf4a	blast	63.1	78.3
Ev-group16159-comp196_c0_seq7		blast	215.9	502.1
Ev-group16159-comp199_c0_seq1		blast	58.2	101.8
Ev-group16159-comp207_c0_seq11	daam2	blast	572.5	1051.9
Ev-group1616-comp3_c0_seq8	snx13	blast	293.5	258.9
Ev-group161618-comp0_c0_seq4	CR384059.1	blast	24.3	19.4
Ev-group161618-comp0_c0_seq5		blast	342.1	463.3
Ev-group16164-comp0_c0_seq1	SOX8 (2 of 2)	blast	346.9	814.9
Ev-group16165-comp0_c0_seq1	ppapdc1b	blast	143.1	671.9
Ev-group161668-comp0_c0_seq1		blast	55.8	34.6
Ev-group16169-comp0_c0_seq1		blast	613.8	395.7
Ev-group16169-comp1_c0_seq1	SIRT4	blast	257.2	105.9
Ev-group16172-comp3_c0_seq2		blast	378.5	569.7
Ev-group16172-comp4_c0_seq1	aktip	blast	2460.0	991.3
Ev-group16172-comp4_c0_seq4		blast	99.5	35.4
Ev-group16172-comp6_c0_seq1		blast	104.3	66.8
Ev-group16175-comp11_c0_seq1	ctage5	blast	2319.3	1178.5
Ev-group16175-comp14_c0_seq10	mcrs1	blast	2608.0	3184.2
Ev-group16176-comp0_c0_seq1	arhgef18a	blast	31.5	560.6
Ev-group161784-comp1_c0_seq1		blast	213.5	176.4
Ev-group1618-comp1_c0_seq2	cysltr1	blast	26.7	24.3
Ev-group16183-comp0_c0_seq1	rnf217	blast	708.4	567.6
Ev-group16184-comp0_c0_seq1		blast	385.7	84.5
Ev-group16184-comp0_c0_seq2	si:dkeyp-72h1.1	blast	1060.2	42.0
Ev-group16185-comp1_c0_seq20		blast	989.8	298.4
Ev-group16185-comp1_c0_seq22		blast	1402.2	521.4
Ev-group16187-comp1_c0_seq6	rnf113a	blast	579.8	402.7
Ev-group161872-comp0_c0_seq1		blast	9.7	16.9
Ev-group161891-comp0_c0_seq1	smpd5	blast	7.3	112.9
Ev-group1619-comp7_c0_seq1		blast	213.5	181.0
Ev-group1619-comp8_c0_seq1		blast	363.9	551.9
Ev-group1619-comp9_c0_seq1	plxnb2a	blast	155.3	209.8
Ev-group1619-comp9_c0_seq3		blast	0.0	2.9
Ev-group1619-comp9_c0_seq4		blast	9.7	12.4
Ev-group16194-comp3_c0_seq1		blast	230.5	263.0
Ev-group161940-comp0_c0_seq1		blast	46.1	55.2
Ev-group16196-comp0_c0_seq1	nupl1	blast	502.2	686.7
Ev-group16197-comp1_c0_seq3	faf2	blast	1756.4	1147.6
Ev-group162-comp0_c0_seq2		blast	342.1	94.8
Ev-group162-comp0_c0_seq9	si:ch211-288d18.1	blast	1322.2	111.3
Ev-group1620-comp1_c0_seq1	mtap	blast	1336.7	452.2
Ev-group162007-comp0_c0_seq1	gtpbp10	blast	177.1	213.9
Ev-group162066-comp0_c0_seq1		blast	87.3	224.6
Ev-group16207-comp1_c0_seq1	agpat3	blast	909.8	1269.6
Ev-group16208-comp5_c0_seq8	si:dkey-77f17.1	blast	1331.9	635.6
Ev-group162095-comp0_c0_seq1	rhoub	blast	50.9	114.2
Ev-group162095-comp0_c0_seq2		blast	296.0	777.4
Ev-group1621-comp5_c0_seq2	GPR125	blast	938.9	1361.9
Ev-group1621-comp6_c0_seq1		blast	87.3	172.7
Ev-group16210-comp3_c0_seq2		blast	332.4	654.2
Ev-group16211-comp0_c0_seq1	tmem39b	blast	76382.8	39397.2
Ev-group162149-comp0_c0_seq1		blast	2.4	15.3
Ev-group162197-comp0_c0_seq1		blast	24.3	50.3
Ev-group1622-comp4_c0_seq3	suz12b	blast	114.0	161.6
Ev-group1622-comp4_c0_seq4		blast	0.0	24.3
Ev-group1622-comp4_c0_seq8	suz12a	blast	97.0	134.8
Ev-group162264-comp0_c0_seq1		blast	29.1	22.7
Ev-group16230-comp1_c0_seq1	zbtb33	blast	257.2	339.2
Ev-group162308-comp1_c0_seq1	bola1	blast	84.9	88.2
Ev-group16231-comp2_c0_seq2		blast	473.1	522.3
Ev-group16234-comp1_c0_seq3	myoz2b	blast	0.0	51.9
Ev-group16237-comp0_c0_seq1	CU928083.1	blast	3605.0	1384.6
Ev-group162370-comp0_c0_seq1		blast	7.3	5.4
Ev-group162407-comp0_c0_seq1		blast	82.5	33.0
Ev-group16241-comp0_c0_seq1	zfand2a	blast	2142.2	516.5
Ev-group162414-comp0_c0_seq2		blast	468.2	343.8
Ev-group162424-comp0_c0_seq1		blast	58.2	42.5
Ev-group16243-comp6_c0_seq1	spock2	blast	29.1	448.1
Ev-group16248-comp11_c0_seq2		blast	0.0	37.9
Ev-group16248-comp11_c0_seq3	CR847562.1	blast	269.3	99.8
Ev-group16248-comp11_c0_seq4		blast	206.2	0.0
Ev-group16248-comp11_c0_seq5		blast	0.0	81.6
Ev-group16248-comp3_c0_seq1		blast	184.4	72.1
Ev-group16248-comp5_c0_seq1	sec62	blast	638.0	528.9
Ev-group16248-comp7_c0_seq11	copz2	blast	3415.8	649.6
Ev-group162488-comp0_c0_seq1		blast	0.0	3.7
Ev-group16249-comp0_c0_seq2	IRF3	blast	446.4	189.2
Ev-group16250-comp1_c0_seq15	ppme1	blast	1652.1	1653.7
Ev-group16251-comp0_c0_seq1	kptn	blast	599.2	859.4
Ev-group16251-comp0_c0_seq3		blast	12.1	38.3
Ev-group162513-comp0_c0_seq2	samsn1b	blast	114.0	124.9
Ev-group162573-comp0_c0_seq1		blast	26.7	19.8
Ev-group1626-comp39_c0_seq1		blast	24187.3	37851.9
Ev-group162639-comp0_c0_seq1		blast	43.7	141.8
Ev-group16265-comp1_c0_seq2		blast	228.0	313.7
Ev-group162679-comp0_c0_seq4		blast	1431.3	488.0
Ev-group162680-comp0_c0_seq1	cx28.1	blast	111.6	87.0
Ev-group162692-comp0_c0_seq1		blast	2.4	206.9
Ev-group1627-comp0_c0_seq1	agmat	blast	4614.3	1058.5
Ev-group1627-comp2_c0_seq2		blast	135.9	135.2
Ev-group16272-comp2_c0_seq1		blast	994.7	859.0
Ev-group16272-comp7_c0_seq2		blast	70.4	113.4
Ev-group16272-comp9_c0_seq4	pogzb	blast	642.9	1148.4
Ev-group162736-comp0_c0_seq1	cdk5r2a	blast	0.0	13.6
Ev-group16274-comp3_c0_seq1	polr2b	blast	3013.1	2079.1
Ev-group162741-comp0_c0_seq1		blast	75.2	106.8
Ev-group16275-comp2_c0_seq4	dpagt1	blast	582.2	884.2
Ev-group162757-comp0_c0_seq1		blast	26.7	59.4
Ev-group16276-comp113_c0_seq7		blast	638.0	440.6
Ev-group16276-comp117_c0_seq1		blast	189.2	483.1
Ev-group16276-comp117_c0_seq2	ano5b	blast	1705.5	2778.6
Ev-group16276-comp121_c0_seq67	ano5a	blast	4357.1	2519.8
Ev-group16276-comp122_c2_seq17		blast	1348.9	1372.6
Ev-group1628-comp2_c0_seq2	mccc1	blast	2675.9	1469.9
Ev-group16281-comp0_c0_seq2	arcn1b	blast	3626.9	1826.5
Ev-group162810-comp1_c0_seq1		blast	99.5	232.9
Ev-group162846-comp0_c0_seq1	si:dkey-11f4.4	blast	101.9	129.4
Ev-group162882-comp0_c0_seq1	gabra5	blast	12.1	124.5
Ev-group16292-comp3_c0_seq3		blast	14.6	26.0
Ev-group162927-comp0_c0_seq2		blast	14.6	26.8
Ev-group16294-comp13_c0_seq14	si:dkey-172j4.3	blast	150.4	973.2
Ev-group16294-comp13_c0_seq16		blast	0.0	266.3
Ev-group162964-comp0_c0_seq2	cnrip1a	blast	2.4	31.7
Ev-group162967-comp0_c0_seq1		blast	55.8	42.5
Ev-group16299-comp14_c0_seq1		blast	96339.2	10233.3
Ev-group163-comp0_c0_seq2	zgc:91860	blast	148.0	91.9
Ev-group163-comp0_c0_seq4		blast	9.7	25.6
Ev-group16300-comp0_c0_seq1		blast	1885.0	1034.6
Ev-group163006-comp0_c0_seq1	pop4	blast	162.5	157.0
Ev-group163050-comp0_c0_seq1		blast	70.4	5.8
Ev-group16306-comp1_c0_seq1		blast	2564.3	1328.5
Ev-group163071-comp0_c0_seq1		blast	121.3	72.1
Ev-group16309-comp6_c0_seq3	ube2d2	blast	938.9	2617.9
Ev-group16309-comp9_c0_seq15	PREX1	blast	254.7	311.2
Ev-group16309-comp9_c0_seq7		blast	492.5	978.2
Ev-group163090-comp1_c0_seq8		blast	21.8	46.6
Ev-group16311-comp1_c0_seq1	ccnd2a	blast	451.2	547.8
Ev-group163110-comp2_c0_seq1	MRPL42	blast	4369.2	2310.4
Ev-group163122-comp0_c0_seq1		blast	230.5	98.9
Ev-group163122-comp0_c0_seq4		blast	167.4	300.9
Ev-group16314-comp1_c0_seq3	C11H19orf6	blast	676.9	667.4
Ev-group163156-comp0_c0_seq1		blast	58.2	49.5
Ev-group16316-comp0_c0_seq4		blast	1720.0	435.7
Ev-group163199-comp1_c0_seq1		blast	337.2	446.8
Ev-group1632-comp0_c0_seq1	axin1	blast	63.1	139.7
Ev-group1632-comp2_c0_seq4	AL929434.1	blast	271.7	336.8
Ev-group163212-comp0_c0_seq1	hif1aa	blast	203.8	285.2
Ev-group16322-comp4_c0_seq1	TNRC18	blast	444.0	370.6
Ev-group163262-comp0_c0_seq1		blast	36.4	14.0
Ev-group16329-comp1_c0_seq1	fancd2	blast	538.6	344.6
Ev-group1633-comp2_c0_seq5		blast	7.3	56.1
Ev-group1633-comp2_c0_seq6	ablim1b	blast	0.0	0.0
Ev-group1633-comp3_c0_seq1	ablim1a	blast	118.9	92.3
Ev-group1633-comp3_c0_seq3		blast	24.3	64.3
Ev-group16333-comp0_c0_seq4	bcap29	blast	485.2	314.9
Ev-group16334-comp0_c0_seq1	per1b	blast	252.3	204.0
Ev-group16336-comp0_c0_seq2	ppm1aa	blast	240.2	413.8
Ev-group163379-comp0_c0_seq1	CR847931.1	blast	2.4	9.5
Ev-group1634-comp1_c0_seq1	PFKP (1 of 2)	blast	116.4	298.4
Ev-group163424-comp1_c0_seq1	lmod2b	blast	541.0	161.6
Ev-group16345-comp5_c0_seq7	NUDT12	blast	169.8	85.7
Ev-group16345-comp5_c0_seq8		blast	989.8	312.0
Ev-group1635-comp7_c0_seq1	dusp6	blast	3430.4	8349.1
Ev-group16350-comp1_c0_seq1	atf7a	blast	298.4	94.8
Ev-group16351-comp1_c0_seq1	pes	blast	2212.5	681.8
Ev-group163544-comp0_c0_seq1		blast	145.6	92.7
Ev-group16355-comp0_c0_seq1		blast	383.3	231.2
Ev-group16357-comp0_c0_seq1	arl13b	blast	196.5	147.6
Ev-group163571-comp0_c0_seq1	rhogc	blast	494.9	55.6
Ev-group1636-comp1_c0_seq1		blast	72.8	37.1
Ev-group1636-comp1_c0_seq2	ORC4	blast	470.6	166.5
Ev-group1636-comp1_c0_seq8		blast	55.8	18.1
Ev-group1636-comp1_c0_seq9		blast	388.2	154.6
Ev-group16363-comp1_c0_seq1	mc1r	blast	31.5	948.5
Ev-group163664-comp0_c0_seq2	FAM195A	blast	123.7	79.1
Ev-group16371-comp0_c0_seq1		blast	635.6	691.7
Ev-group16373-comp108_c0_seq1		blast	346.9	199.1
Ev-group16373-comp111_c0_seq2		blast	240.2	122.4
Ev-group16373-comp111_c0_seq3	hfe2	blast	788.5	937.3
Ev-group16373-comp121_c0_seq1		blast	1698.2	2768.3
Ev-group16373-comp128_c0_seq1	IRS4 (1 of 2)	blast	921.9	343.8
Ev-group16373-comp129_c0_seq6	ap3m1	blast	1484.7	861.9
Ev-group16373-comp132_c0_seq1	EIF4G1 (2 of 3)	blast	11751.6	3320.3
Ev-group16373-comp132_c0_seq2		blast	8602.6	4178.1
Ev-group16373-comp36_c0_seq1		blast	1230.0	1632.3
Ev-group16373-comp61_c0_seq2	CCDC50 (1 of 2)	blast	72.8	37.5
Ev-group16373-comp72_c1_seq1	vcl	blast	60225.6	20767.0
Ev-group16373-comp73_c0_seq1	OAT	blast	22891.8	5892.8
Ev-group16373-comp98_c0_seq1	eif4g3b	blast	2200.4	903.1
Ev-group163783-comp0_c0_seq1	myct1	blast	19.4	68.0
Ev-group16380-comp0_c0_seq2	cd248b	blast	1462.9	3312.0
Ev-group16382-comp10_c0_seq2	rab1ba	blast	4260.1	2661.6
Ev-group16382-comp12_c0_seq2		blast	390.6	805.0
Ev-group16382-comp13_c1_seq1	cep68	blast	281.4	368.1
Ev-group163846-comp0_c0_seq1	mgat4c	blast	2.4	6.6
Ev-group16385-comp2_c0_seq1		blast	276.6	641.8
Ev-group16385-comp2_c0_seq3		blast	75.2	170.7
Ev-group16385-comp3_c1_seq1	ARHGEF2 (1 of 2)	blast	182.0	253.1
Ev-group163851-comp0_c0_seq1		blast	184.4	9.9
Ev-group163865-comp1_c0_seq1		blast	0.0	38.7
Ev-group16388-comp0_c0_seq2	si:dkey-12e7.1	blast	606.5	597.3
Ev-group163893-comp0_c0_seq1	ISM2 (1 of 2)	blast	150.4	229.6
Ev-group163893-comp0_c0_seq4		blast	12.1	6.2
Ev-group1639-comp1_c0_seq1	HEATR2 (1 of 2)	blast	383.3	590.7
Ev-group1639-comp2_c0_seq1		blast	388.2	361.5
Ev-group16391-comp4_c0_seq2	ctbp1	blast	1004.4	916.7
Ev-group16391-comp4_c0_seq4	CTBP1	blast	536.1	478.2
Ev-group164-comp2_c0_seq1	hoxb2a	blast	812.7	279.1
Ev-group1640-comp2_c1_seq1	phf16	blast	647.7	448.9
Ev-group164007-comp0_c0_seq1		blast	1804.9	74.2
Ev-group16402-comp1_c0_seq1	PCYOX1L (1 of 2)	blast	890.3	919.6
Ev-group16403-comp0_c1_seq1		blast	9.7	181.4
Ev-group16403-comp0_c1_seq2		blast	0.0	314.9
Ev-group16405-comp1_c0_seq18		blast	97.0	127.0
Ev-group16405-comp1_c0_seq8		blast	186.8	445.2
Ev-group16408-comp2_c1_seq1		blast	274.1	32.6
Ev-group16408-comp2_c1_seq2	TPCN2	blast	4471.1	364.4
Ev-group16408-comp2_c1_seq3		blast	26.7	16.1
Ev-group16408-comp2_c1_seq4		blast	579.8	237.8
Ev-group1641-comp1_c0_seq1	atf6	blast	191.7	254.7
Ev-group16410-comp0_c0_seq1	POLDIP3	blast	509.5	325.6
Ev-group16411-comp12_c0_seq4	smad3a	blast	419.7	973.2
Ev-group164122-comp0_c0_seq1	isl1	blast	2.4	19.8
Ev-group16413-comp0_c0_seq1		blast	999.5	1047.8
Ev-group16415-comp1_c0_seq3		blast	941.3	156.6
Ev-group16415-comp1_c0_seq6		blast	288.7	28.9
Ev-group1642-comp1_c0_seq1	LRP10	blast	822.4	502.1
Ev-group16420-comp0_c1_seq1		blast	281.4	256.4
Ev-group16423-comp0_c0_seq1	xrcc6	blast	490.1	606.8
Ev-group1643-comp2_c0_seq1		blast	963.1	726.3
Ev-group164300-comp0_c0_seq1		blast	150.4	156.6
Ev-group16432-comp0_c0_seq1		blast	410.0	284.4
Ev-group164325-comp0_c0_seq2	rgs9a	blast	9.7	21.8
Ev-group16433-comp1_c0_seq1		blast	555.6	922.9
Ev-group16433-comp4_c0_seq1	nucks1b	blast	1096.6	290.6
Ev-group16433-comp5_c0_seq2		blast	769.0	710.6
Ev-group16433-comp5_c0_seq3		blast	446.4	538.3
Ev-group16433-comp5_c0_seq8		blast	0.0	181.4
