group_ID	annotation	annotation_type	EO	SM
comp57475_c7	ctnnb1	blast	97.59	84.38
comp57476_c0		blast	32.0	54.38
comp57476_c2	igfbp3	blast	573.83	470.66
comp57476_c3	ddx27	blast	169.59	170.64
comp57477_c0	zgc:162509	blast	2529.95	13860.99
comp57478_c3		blast	10.67	13.13
comp57478_c5		blast	99.19	170.64
comp57479_c2	rras2	blast	122.12	148.14
comp57479_c3		blast	12.27	18.75
comp57479_c4		blast	101.86	45.0
comp57479_c6		blast	27.2	31.88
comp57479_c7		blast	58.13	52.5
comp57479_c9		blast	35.73	39.38
comp57480_c2	numb	blast	117.86	155.64
comp57481_c0		blast	40.53	20.63
comp57482_c0	adal	blast	102.39	127.51
comp57483_c0	zgc:172120	blast	32.53	39.38
comp57484_c1		blast	13.87	41.25
comp57484_c2		blast	62.93	45.0
comp57485_c1		blast	9.6	114.38
comp57485_c2	mical2b	blast	28.26	260.64
comp57486_c0	hivep1	blast	27.73	16.88
comp57486_c1	hivep2	blast	116.26	390.03
comp57487_c0	si:dkeyp-113d7.10	blast	26.13	31.88
comp57487_c1		blast	16.53	22.5
comp57487_c2		blast	26.66	15.0
comp57487_c5	slc38a2	blast	169.05	187.51
comp57487_c6		blast	23.46	22.5
comp57488_c2	CHDH	blast	163.19	545.66
comp57488_c3	med1	blast	285.85	247.52
comp57488_c4	SPDL1	blast	48.0	67.5
comp57488_c8		blast	7.47	15.0
comp57489_c1	gnsb	blast	116.79	161.26
comp57490_c1	xpnpep1	blast	57.06	138.76
comp57491_c0	plat	blast	98.13	118.13
comp57491_c13	pdzd11	blast	78.39	93.76
comp57491_c14	wdr74	blast	222.92	360.03
comp57491_c16	wdtc1	blast	225.58	360.03
comp57491_c17		blast	141.32	136.88
comp57491_c18	ogn	blast	857.54	279.4
comp57491_c19	rab35	blast	661.82	571.92
comp57491_c3	rsg1	blast	298.11	129.38
comp57491_c5	wif1	blast	27.73	148.14
comp57492_c0		blast	17.07	24.38
comp57494_c0		blast	138.12	90.01
comp57494_c1		blast	102.93	67.5
comp57495_c0	wipi2	blast	713.55	905.69
comp57496_c0		blast	47.46	41.25
comp57497_c0		blast	62.4	35.63
comp57497_c1	dopey2	blast	49.06	61.88
comp57498_c0	si:dkeyp-67d2.5	blast	597.29	343.15
comp57498_c1		blast	25.06	5.63
comp57499_c0	ank3	blast	2933.12	4085.92
comp57500_c0	ponzr6	blast	59.73	88.13
comp57500_c1		blast	316.24	168.76
comp57500_c3	itsn1	blast	323.71	238.14
comp57500_c4		blast	74.66	48.75
comp57500_c5	itsn1	blast	13.87	7.5
comp57501_c1	pgm2l1	blast	161.59	303.77
comp57502_c1	abca5	blast	256.51	140.64
comp57503_c1	mgat1a	blast	69.33	61.88
comp57503_c3	trub1	blast	53.33	78.76
comp57504_c0	VPS37C	blast	115.73	204.39
comp57504_c1		blast	90.13	114.38
comp57504_c4		blast	143.99	127.51
comp57505_c0		blast	43.73	22.5
comp57505_c3		blast	12.8	30.0
comp57505_c4	CR392001.1	blast	72.53	46.88
comp57506_c0	pogzb	blast	97.06	41.25
comp57506_c1		blast	34.66	33.75
comp57508_c0	FAM126B (1 of 3)	blast	325.31	166.89
comp57508_c1		blast	56.53	5.63
comp57508_c5		blast	46.93	9.38
comp57509_c0		blast	47.46	22.5
comp57509_c1	BRK1	blast	104.53	41.25
comp57509_c10	PTRHD1	blast	187.72	322.52
comp57509_c12		blast	44.8	26.25
comp57509_c14		blast	81.59	16.88
comp57509_c15	lypla1	blast	193.05	399.4
comp57509_c16	cnih	blast	208.52	225.02
comp57509_c3	cdkn3	blast	611.16	1014.45
comp57509_c4		blast	33.06	127.51
comp57509_c5		blast	46.93	656.3
comp57509_c7		blast	62.93	45.0
comp57509_c8		blast	33.06	31.88
comp57510_c4	ptprea	blast	95.46	215.64
comp57510_c5		blast	13.33	20.63
comp57511_c0		blast	34.13	26.25
comp57511_c1		blast	20.27	30.0
comp57511_c2		blast	12.8	0.0
comp57511_c3		blast	45.86	43.13
comp57511_c4		blast	16.53	13.13
comp57511_c5	mycl1b	blast	30.93	30.0
comp57511_c6	si:dkey-117m1.3	blast	19.73	31.88
comp57512_c0		blast	191.45	150.01
comp57513_c0		blast	14.93	67.5
comp57513_c1		blast	16.53	31.88
comp57513_c2	six4b	blast	26.66	129.38
comp57513_c6		blast	76.79	88.13
comp57513_c7		blast	43.2	166.89
comp57514_c4	evi5b	blast	170.65	176.26
comp57515_c1	golgb1	blast	240.52	238.14
comp57515_c2		blast	56.0	43.13
comp57516_c0		blast	30.93	16.88
comp57516_c1		blast	12.27	9.38
comp57516_c3	tab2	blast	66.66	65.63
comp57517_c0		blast	49.6	37.5
comp57517_c2	PIAS1 (1 of 2)	blast	33.06	50.63
comp57518_c2	NCOA5	blast	158.92	178.14
comp57518_c3		blast	10.13	13.13
comp57519_c0	tinagl1	blast	41.6	121.88
comp57520_c0	fuca2	blast	556.76	596.29
comp57521_c0		blast	223.45	133.13
comp57522_c0	mib	blast	117.86	161.26
comp57522_c1		blast	21.33	7.5
comp57523_c1		blast	31.46	26.25
comp57523_c10		blast	27.73	22.5
comp57523_c11	ubap1	blast	130.66	151.89
comp57523_c13		blast	30.4	11.25
comp57523_c2		blast	20.27	15.0
comp57523_c3	e2f4	blast	169.05	120.01
comp57523_c6		blast	92.26	52.5
comp57523_c7		blast	146.66	43.13
comp57523_c8		blast	14.4	13.13
comp57523_c9	FAM98C	blast	235.18	206.26
comp57524_c2	ADAM12	blast	79.99	73.13
comp57524_c3	si:dkeyp-19e1.3	blast	164.25	361.9
comp57525_c1	SH3BP2	blast	84.26	61.88
comp57526_c0	pnp5a	blast	22.4	31.88
comp57527_c0	ACP2	blast	169.05	247.52
comp57528_c0		blast	24.0	0.0
comp57528_c4	grtp1b	blast	4073.31	478.16
comp57528_c9		blast	17.6	0.0
comp57529_c0	sec24d	blast	364.77	386.28
comp57530_c2	ADCY9	blast	174.39	101.26
comp57531_c7	itga11b	blast	178.12	150.01
comp57532_c0	si:ch73-138n13.1	blast	70.39	54.38
comp57532_c2	si:ch73-138n13.1	blast	186.12	176.26
comp57532_c4		blast	79.46	24.38
comp57533_c1	xiap	blast	142.39	80.63
comp57534_c0	sh3pxd2b	blast	204.79	127.51
comp57535_c1		blast	25.06	11.25
comp57535_c2	ppfia2	blast	71.99	46.88
comp57535_c4		blast	11.73	11.25
comp57536_c0	mcf2a	blast	68.26	0.0
comp57536_c1		blast	21.87	1.88
comp57536_c3		blast	325.31	337.52
comp57536_c4	cops4	blast	467.17	575.67
comp57537_c0	asap2a	blast	306.64	60.0
comp57538_c1	dhx9	blast	241.58	292.52
comp57539_c1	ints7	blast	50.66	37.5
comp57540_c0		blast	159.46	78.76
comp57540_c1	WAPAL (2 of 2)	blast	58.13	86.26
comp57540_c2		blast	91.73	121.88
comp57541_c1		blast	11.2	33.75
comp57541_c4		blast	52.26	90.01
comp57541_c6	cry1a	blast	191.99	172.51
comp57542_c0		blast	14.93	18.75
comp57544_c1	pex10	blast	42.66	46.88
comp57545_c0		blast	398.37	348.77
comp57545_c1		blast	35.2	24.38
comp57545_c2	abl2	blast	3410.96	213.77
comp57546_c0		blast	182.92	84.38
comp57546_c2	scp2a	blast	479.97	504.41
comp57546_c3		blast	12.8	15.0
comp57547_c0	PNKP	blast	496.5	178.14
comp57547_c1		blast	17.6	1.88
comp57547_c4	MRPS35	blast	235.72	264.39
comp57547_c7	PHF3	blast	510.9	706.93
comp57547_c8		blast	67.2	41.25
comp57547_c9		blast	66.13	48.75
comp57548_c1	quo	blast	86.93	33.75
comp57549_c0		blast	92.79	127.51
comp57549_c1	ATF5 (1 of 2)	blast	277.31	150.01
comp57549_c2		blast	21.87	24.38
comp57550_c1		blast	70.39	50.63
comp57550_c2	LPHN2 (1 of 3)	blast	1048.99	46.88
comp57550_c5		blast	241.58	1.88
comp57550_c6	capn12	blast	211.18	101.26
comp57551_c0	sap18	blast	2275.04	879.44
comp57551_c1	dcun1d4	blast	523.7	161.26
comp57552_c0		blast	18.67	13.13
comp57554_c0		blast	44.26	155.64
comp57554_c1		blast	65.06	204.39
comp57554_c3		blast	126.39	245.64
comp57554_c4	cd99	blast	283.18	1550.74
comp57555_c1		blast	37.86	20.63
comp57555_c2		blast	18.67	1.88
comp57555_c3	usp47	blast	122.66	185.64
comp57556_c1	lonrf1l	blast	62.4	78.76
comp57556_c2		blast	10.13	15.0
comp57556_c3		blast	38.93	54.38
comp57556_c4	ARHGAP35 (1 of 2)	blast	413.84	238.14
comp57557_c1	axin1	blast	614.89	151.89
comp57558_c1	larp1	blast	302.91	211.89
comp57558_c10	tnfrsf19	blast	334.38	48.75
comp57558_c2		blast	60.26	33.75
comp57558_c3	RAD21 (3 of 3)	blast	602.62	697.55
comp57558_c4		blast	24.53	13.13
comp57558_c5	mipep	blast	119.46	151.89
comp57558_c9		blast	107.19	108.76
comp57559_c0	kdelr2a	blast	1067.12	1316.34
comp57559_c2	usp2a	blast	2765.67	2792.08
comp57559_c4		blast	14.93	3.75
comp57560_c0	cyp27a7	blast	304.51	476.28
comp57561_c1	ZBTB11	blast	194.65	264.39
comp57562_c0		blast	388.77	363.78
comp57562_c1		blast	29.86	46.88
comp57562_c2	nudt4a	blast	444.77	740.68
comp57562_c4	REXO4	blast	317.31	457.53
comp57563_c0	CU633740.1	blast	184.52	378.78
comp57564_c0	tmx2b	blast	2103.85	421.91
comp57564_c1		blast	11.2	0.0
comp57564_c3	st8sia1	blast	1047.39	33.75
comp57564_c5		blast	54.93	73.13
comp57564_c6		blast	148.79	204.39
comp57564_c7	prdx1	blast	671.95	1773.88
comp57564_c8	wwtr1	blast	32.53	110.63
comp57565_c0	ATG14	blast	2363.03	502.54
comp57566_c0	zbtb38	blast	269.85	253.14
comp57567_c0		blast	10.67	5.63
comp57568_c0	cyb561d1	blast	109.86	75.01
comp57569_c1	cry1a	blast	619.16	459.41
comp57570_c0	mtrr	blast	150.39	405.03
comp57571_c0	pdp1	blast	991.93	616.92
comp57572_c2	haao	blast	38.4	346.9
comp57572_c3	psmd13	blast	34.13	97.51
comp57573_c0	bach1	blast	60.26	50.63
comp57574_c1	trmt1l	blast	79.46	84.38
comp57575_c0	ZC3H8	blast	299.18	375.03
comp57576_c1	tuft1a	blast	56.53	18.75
comp57577_c0	pdlim1	blast	224.52	234.39
comp57577_c1		blast	204.79	140.64
comp57577_c2		blast	107.19	91.88
comp57577_c4		blast	78.39	61.88
comp57577_c5	atrn	blast	27.73	43.13
comp57577_c7	hs6st3	blast	100.26	82.51
comp57579_c0		blast	355.71	421.91
comp57580_c0		blast	155.72	90.01
comp57580_c1		blast	27.2	0.0
comp57580_c2	rbfox3l	blast	132.79	151.89
comp57580_c3		blast	95.99	61.88
comp57580_c4	SEZ6L2	blast	25.06	22.5
comp57581_c0		blast	250.12	335.65
comp57581_c1		blast	0.0	45.0
comp57581_c2	ccdc3	blast	1440.96	208.14
comp57581_c3		blast	33.6	56.25
comp57581_c4	si:ch211-200p22.4	blast	667.69	230.64
comp57581_c5		blast	29.33	46.88
comp57581_c6	C19H6orf136	blast	115.19	196.89
comp57581_c7	MYOM2 (2 of 3)	blast	85.86	30019.03
comp57583_c0	pwp2h	blast	191.99	517.54
comp57584_c2	slc43a3a	blast	145.59	121.88
comp57585_c0		blast	33.6	16.88
comp57586_c0		blast	22.93	11.25
comp57586_c10		blast	156.26	221.27
comp57586_c11		blast	51.73	0.0
comp57586_c12	ankrd13c	blast	2177.98	1256.34
comp57586_c2	sptb	blast	2446.22	1153.21
comp57586_c3		blast	62.4	97.51
comp57586_c4		blast	67.73	33.75
comp57586_c5		blast	215.98	150.01
comp57586_c7		blast	17.6	86.26
comp57586_c8	eaf1	blast	74.66	236.27
comp57586_c9		blast	28.26	15.0
comp57587_c10		blast	78.39	39.38
comp57587_c2		blast	10.67	5.63
comp57587_c5	zgc:162740	blast	277.85	157.51
comp57587_c7	cenpn	blast	31.46	20.63
comp57588_c0		blast	35.73	22.5
comp57588_c1		blast	9.07	15.0
comp57588_c2		blast	8.0	52.5
comp57588_c3	rftn1a	blast	46.4	45.0
comp57590_c0		blast	56.53	41.25
comp57590_c1	SRCAP	blast	263.98	249.39
comp57591_c0	rxrba	blast	169.59	140.64
comp57591_c1		blast	32.0	30.0
comp57591_c2		blast	115.73	78.76
comp57592_c0	robo1	blast	1910.8	195.01
comp57593_c1		blast	17.07	11.25
comp57593_c2	mfsd12a	blast	11.2	11.25
comp57594_c0	mctp1b	blast	385.04	56.25
comp57594_c1		blast	594.62	30.0
comp57595_c0	LIG1	blast	187.72	208.14
comp57596_c0		blast	227.72	69.38
comp57597_c0		blast	30.93	1.88
comp57597_c1		blast	2.13	54.38
comp57597_c10		blast	19.2	71.26
comp57597_c11		blast	2.67	196.89
comp57597_c12	plxna3	blast	213.85	414.4
comp57597_c4		blast	28.26	26.25
comp57597_c5		blast	3.2	185.64
comp57597_c7		blast	6.4	16.88
comp57597_c9		blast	9.6	16.88
comp57598_c2		blast	24.0	67.5
comp57598_c3	fam184b	blast	82.13	656.3
comp57599_c0	pdcd11	blast	119.46	138.76
comp57601_c0	KSR1 (2 of 2)	blast	508.23	836.31
comp57602_c0	ubr3	blast	84.79	172.51
comp57603_c0		blast	36.26	33.75
comp57604_c1		blast	12.27	15.0
comp57605_c1	marveld2a	blast	66.13	67.5
comp57606_c0	metrnl	blast	44.8	37.5
comp57607_c0		blast	63.46	15.0
comp57608_c0	best2	blast	2.13	654.42
comp57609_c3		blast	46.93	65.63
comp57609_c4	drp2	blast	34.66	39.38
comp57610_c0	FASTKD2	blast	71.99	82.51
comp57611_c1		blast	38.93	26.25
comp57611_c2		blast	14.93	7.5
comp57611_c4		blast	39.46	48.75
comp57612_c2	CU915778.1	blast	129.06	3.75
comp57613_c1	camlg	blast	238.38	198.76
comp57613_c4		blast	20.27	0.0
comp57614_c4		blast	20.27	7.5
comp57614_c5		blast	53.33	140.64
comp57615_c0	pygb	blast	146.12	116.26
comp57616_c2		blast	45.86	26.25
comp57616_c3	hlfa	blast	18.13	28.13
comp57617_c0		blast	11.2	1.88
comp57618_c0		blast	150.92	110.63
comp57618_c2	cgnl1	blast	375.97	256.89
comp57618_c3	uck2b	blast	129.06	133.13
comp57619_c0		blast	3.73	39.38
comp57620_c2		blast	16.53	20.63
comp57621_c2	RIN3	blast	217.58	232.52
comp57622_c1	scn2b	blast	16.0	16.88
comp57622_c2		blast	30.4	45.0
comp57622_c4	kcnma1a	blast	100.79	191.26
comp57623_c0	nrip1a	blast	414.37	150.01
comp57623_c1		blast	35.2	7.5
comp57624_c12		blast	67.2	1.88
comp57624_c13		blast	40.53	28.13
comp57624_c17	c1qtnf4	blast	148.26	7.5
comp57624_c19	foxd1	blast	41.6	3.75
comp57624_c20	si:dkey-228d14.5	blast	17.6	18.75
comp57624_c21	CARKD	blast	123.19	140.64
comp57624_c7		blast	2.67	159.39
comp57625_c0		blast	233.58	350.65
comp57625_c1	BST1	blast	1952.93	556.91
comp57626_c0	si:ch211-158d24.4	blast	123.19	217.52
comp57627_c0	pcf11	blast	372.24	470.66
comp57628_c0	ada	blast	213.85	440.66
comp57629_c0	grhl2a	blast	149.86	7.5
comp57630_c11		blast	19.2	159.39
comp57630_c12		blast	12.8	5.63
comp57630_c2	PPIP5K2	blast	87.46	118.13
comp57630_c4	CKAP4	blast	325.31	271.89
comp57630_c6	ube2j1	blast	35.73	33.75
comp57630_c7		blast	28.8	11.25
comp57631_c0		blast	78.93	93.76
comp57631_c2	sps2	blast	239.98	268.14
comp57631_c4	si:ch211-145b13.6	blast	263.98	320.65
comp57632_c1		blast	14.93	22.5
comp57632_c10	ncf2	blast	44.8	37.5
comp57632_c12	SRRM2	blast	164.25	165.01
comp57632_c2		blast	56.0	30.0
comp57632_c3		blast	12.27	13.13
comp57632_c4	mcts1	blast	522.1	885.06
comp57632_c6		blast	85.33	26.25
comp57632_c7		blast	18.13	16.88
comp57632_c8	homer3	blast	378.11	183.76
comp57633_c1		blast	50.66	65.63
comp57635_c3	CU928220.1	blast	42.13	39.38
comp57635_c5	si:dkeyp-69e1.8	blast	311.44	391.9
comp57635_c6		blast	69.33	80.63
comp57636_c0		blast	0.0	870.06
comp57636_c1	mybpc2a	blast	0.0	4575.33
comp57637_c0	slco2b1	blast	164.25	161.26
comp57638_c1		blast	81.06	52.5
comp57638_c2	nhsa	blast	11.2	7.5
comp57639_c1		blast	52.26	39.38
comp57639_c3	si:ch211-67e16.11	blast	1664.41	1149.46
comp57640_c1		blast	4.27	26.25
comp57641_c0	fbxl22	blast	116.79	165.01
comp57642_c0	ahr2	blast	61.33	140.64
comp57642_c2		blast	41.6	41.25
comp57643_c1	tasp1	blast	118.39	191.26
comp57643_c2		blast	83.73	26.25
comp57643_c4	ERMP1 (1 of 2)	blast	174.39	35.63
comp57643_c5	sergef	blast	91.19	180.01
comp57644_c1		blast	402.64	348.77
comp57644_c2		blast	6.93	46.88
comp57644_c4	mamdc2a	blast	1003.66	76.88
comp57644_c5	PPARA (1 of 3)	blast	75.73	301.9
comp57644_c6		blast	77.86	1.88
comp57645_c0	stag2b	blast	775.41	645.05
comp57645_c10	slc22a4	blast	6.93	82.51
comp57645_c3	eef2k	blast	1189.25	1666.99
comp57645_c6	PRAME	blast	34.13	56.25
comp57645_c7		blast	22.93	26.25
comp57645_c9		blast	22.93	28.13
comp57646_c0	hnrpl	blast	373.31	425.66
comp57647_c0	gpr155a	blast	1032.99	1231.96
comp57648_c0	birc6	blast	330.64	146.26
comp57649_c1	DNAJC13 (2 of 2)	blast	350.37	305.65
comp57650_c1	mfsd2ab	blast	259.71	723.8
comp57651_c0	atrx	blast	146.66	166.89
comp57651_c2		blast	111.46	129.38
comp57653_c2	CU693487.1	blast	150.92	191.26
comp57654_c0	cerk	blast	713.55	120.01
comp57655_c0	BX890577.1	blast	343.98	3.75
comp57656_c0	SNRNP25	blast	122.12	106.88
comp57657_c0	TCTN2	blast	46.4	45.0
comp57658_c0		blast	15.47	20.63
comp57659_c1		blast	41.06	33.75
comp57659_c2	WWC3	blast	125.32	56.25
comp57660_c1		blast	472.5	682.55
comp57660_c3	AKAP2	blast	1730.54	1351.97
comp57660_c4		blast	298.65	305.65
comp57660_c5		blast	24.53	7.5
comp57660_c7		blast	32.53	9.38
comp57660_c8	klf5a	blast	37.86	11.25
comp57660_c9	prlra	blast	293.31	453.78
comp57661_c2	gnai2l	blast	16.0	30.0
comp57661_c3		blast	16.53	18.75
comp57661_c4		blast	75.19	46.88
comp57662_c1	HNRNPUL2	blast	138.66	125.63
comp57664_c2		blast	24.53	48.75
comp57665_c0	zgc:154055	blast	45.86	35.63
comp57666_c0	plcd3a	blast	2117.18	853.19
comp57667_c0	rnf17	blast	25.6	30.0
comp57668_c0		blast	275.71	189.39
comp57669_c1	UTP20	blast	134.39	142.51
comp57669_c2		blast	30.4	33.75
comp57670_c0	ebag9	blast	547.16	549.41
comp57671_c0		blast	23.46	1.88
comp57671_c1		blast	65.06	52.5
comp57671_c2		blast	41.06	5.63
comp57672_c0		blast	10.67	30.0
comp57672_c1		blast	9.07	11.25
comp57672_c3		blast	12.27	33.75
comp57673_c0	sec31a	blast	183.99	208.14
comp57673_c1		blast	212.78	120.01
comp57674_c1	impdh1b	blast	177.59	138.76
comp57675_c0	col5a3a	blast	769.54	1117.58
comp57676_c1	ggcx	blast	57.06	41.25
comp57677_c0	TAF2 (2 of 2)	blast	144.52	204.39
comp57678_c0	NUP160 (1 of 2)	blast	102.93	120.01
comp57679_c0	TCF20	blast	229.85	189.39
comp57679_c1	ptpn6	blast	52.8	69.38
comp57680_c0	r3hdm1	blast	67.73	58.13
comp57681_c1		blast	29.86	1.88
comp57681_c12	adck3	blast	80.53	270.02
comp57681_c15		blast	10.13	3.75
comp57681_c4		blast	29.86	15.0
comp57681_c7		blast	11.2	3.75
comp57681_c9		blast	65.06	0.0
comp57682_c0	dnajc27	blast	766.35	1063.2
comp57682_c2		blast	67.73	5.63
comp57682_c4		blast	94.93	50.63
comp57682_c6	si:ch211-212o1.2	blast	796.74	187.51
comp57684_c0	pmm2	blast	534.89	346.9
comp57685_c3	bcr	blast	27.2	39.38
comp57686_c0	trmt10c	blast	62.93	24.38
comp57687_c2		blast	46.4	61.88
comp57687_c3	SNX19 (1 of 2)	blast	400.5	465.03
comp57687_c5	rrnad1	blast	34.13	63.75
comp57688_c0		blast	34.66	60.0
comp57688_c4	atf7a	blast	76.79	78.76
comp57688_c6	naa50	blast	950.87	1329.47
comp57688_c7		blast	419.17	225.02
comp57688_c8	nap1l4b	blast	330.11	322.52
comp57688_c9		blast	40.53	45.0
comp57689_c0	CABZ01030889.1	blast	24.53	67.5
comp57689_c1		blast	21.33	31.88
comp57689_c2		blast	57.6	210.02
comp57690_c0	PRODH (2 of 3)	blast	1084.19	963.82
comp57691_c0	zgc:171740	blast	73.59	142.51
comp57692_c1		blast	129.59	95.63
comp57692_c11		blast	19.2	48.75
comp57692_c14		blast	11.73	13.13
comp57692_c2		blast	19.2	5.63
comp57692_c3	fos	blast	305.58	380.65
comp57692_c4	sptlc2	blast	41.6	33.75
comp57692_c5	sema3fa	blast	274.11	748.18
comp57692_c6		blast	36.8	28.13
comp57692_c7	SMOC1 (1 of 2)	blast	70.93	75.01
comp57693_c1	syt8	blast	4.27	103.13
comp57693_c4		blast	455.97	60.0
comp57693_c5	TMPPE	blast	179.19	178.14
comp57693_c6	kdelr3	blast	255.45	260.64
comp57693_c7		blast	9.6	5.63
comp57693_c8	hipk2	blast	194.12	22.5
comp57693_c9	exosc6	blast	35.73	22.5
comp57694_c4	gripap1	blast	242.12	150.01
comp57694_c6		blast	197.32	97.51
comp57694_c7		blast	12.27	0.0
comp57694_c9	rab4b	blast	1898.53	1301.34
comp57695_c0	rplp2	blast	2929.92	4110.29
comp57695_c1	ndrg2	blast	69.86	1078.2
comp57695_c2	col28a1	blast	13344.64	2441.42
comp57696_c0	exd2	blast	94.93	90.01
comp57696_c1		blast	75.19	18.75
comp57697_c0	wdr33	blast	371.17	761.3
comp57698_c0	tbc1d20	blast	148.26	234.39
comp57699_c2	kdm6a	blast	306.64	255.02
comp57700_c0	amt	blast	114.13	82.51
comp57701_c0	ctnnbip1	blast	487.43	301.9
comp57701_c1		blast	2075.58	911.32
comp57702_c0		blast	209.05	50.63
comp57702_c1	anxa11b	blast	779.68	277.52
comp57702_c12		blast	57.06	45.0
comp57702_c2		blast	26.13	22.5
comp57702_c3	tceb2	blast	263.98	333.77
comp57702_c4		blast	36.8	3.75
comp57702_c5	CDC42BPA (2 of 2)	blast	686.88	125.63
comp57702_c7	golph3	blast	545.56	256.89
comp57702_c8		blast	25.6	20.63
comp57702_c9		blast	10.67	5.63
comp57703_c1	tia1	blast	196.79	294.4
comp57703_c3		blast	10.13	13.13
comp57703_c5	MTERF	blast	18.67	30.0
comp57703_c7		blast	19.2	26.25
comp57703_c8	MYO10 (2 of 2)	blast	238.92	133.13
comp57703_c9		blast	190.39	281.27
comp57704_c1	dus1l	blast	59.73	41.25
comp57704_c4	XPR1 (2 of 2)	blast	20.8	30.0
comp57705_c0	NFX1	blast	321.04	376.9
comp57706_c0	st5	blast	119.46	118.13
comp57707_c3	ptgs2a	blast	146.66	54.38
comp57707_c4	cpla2	blast	238.92	178.14
comp57708_c0		blast	38.93	35.63
comp57708_c1	si:dkey-11e23.5	blast	89.59	101.26
comp57708_c2		blast	10.13	43.13
comp57708_c3	DGKA (1 of 2)	blast	30.93	193.14
comp57708_c5		blast	20.8	13.13
comp57709_c1		blast	101.86	97.51
comp57709_c3	smyd5	blast	22.4	33.75
comp57710_c0		blast	18.67	7.5
comp57710_c3	MPP3 (1 of 2)	blast	139.19	153.76
comp57710_c4		blast	58.13	31.88
comp57710_c5	TPRA1	blast	56.0	52.5
comp57711_c1		blast	29.33	41.25
comp57712_c0		blast	11.73	28.13
comp57713_c0	slc2a4rg	blast	61.86	97.51
comp57714_c0	MIER3 (1 of 2)	blast	70.39	73.13
comp57715_c2		blast	24.53	15.0
comp57715_c3	osbpl1a	blast	42.66	56.25
comp57716_c1	traf3ip1	blast	50.13	63.75
comp57717_c0	ywhah	blast	178.65	650.67
comp57717_c2		blast	587.69	1625.74
comp57717_c3	timm17b	blast	244.25	234.39
comp57717_c4		blast	460.23	253.14
comp57717_c5	vapb	blast	1992.92	4085.92
comp57717_c6		blast	157.86	266.27
comp57718_c0		blast	58.66	15.0
comp57719_c0	im:7149628	blast	71.46	50.63
comp57719_c1		blast	16.53	0.0
comp57719_c3	spire2	blast	338.11	159.39
comp57720_c0		blast	72.53	213.77
comp57720_c1	lcn15	blast	217.58	249.39
comp57721_c1	CAPN10	blast	79.99	35.63
comp57722_c0	asb7	blast	22.4	24.38
comp57722_c1		blast	75.73	52.5
comp57723_c1		blast	89.59	50.63
comp57723_c2	ash1l	blast	832.47	489.41
comp57723_c3	ppp1cb	blast	2440.36	5721.04
comp57724_c1	myo18ab	blast	23.46	168.76
comp57725_c0	plekha8	blast	159.99	226.89
comp57726_c1		blast	57.06	52.5
comp57727_c0	mgat4c	blast	47.46	136.88
comp57728_c0		blast	107.19	136.88
comp57728_c1		blast	153.59	136.88
comp57729_c2		blast	147.19	84.38
comp57730_c0	cyp21a2	blast	116.26	643.17
comp57730_c1	tnxb	blast	18.13	90.01
comp57731_c0		blast	598.89	202.51
comp57731_c1	ZNF423	blast	627.16	431.28
comp57732_c0		blast	90.66	168.76
comp57732_c1	slc15a4	blast	32.53	133.13
comp57733_c0		blast	22.93	15.0
comp57733_c1	ddr2l	blast	43.2	60.0
comp57734_c2	slc12a9	blast	9.6	18.75
comp57734_c3		blast	49.6	37.5
comp57737_c1		blast	36.26	24.38
comp57737_c2		blast	14.4	5.63
comp57738_c0	ap5s1	blast	256.51	90.01
comp57739_c0	itpr1a	blast	65.6	56.25
comp57739_c1		blast	19.2	18.75
comp57740_c0	cdk6	blast	484.23	315.02
comp57740_c2	bmp3	blast	160.52	50.63
comp57741_c0	wu:fa07b03	blast	106.66	120.01
comp57741_c2		blast	34.13	22.5
comp57741_c3		blast	15.47	7.5
comp57742_c0	agla	blast	348.24	4417.82
comp57743_c0	wu:fy63c09	blast	97.59	41.25
comp57744_c1	akap8l	blast	87.46	48.75
comp57745_c0	ACVR2B (2 of 2)	blast	143.99	86.26
comp57746_c0	bin2b	blast	85.86	84.38
comp57747_c1		blast	16.53	31.88
comp57747_c2	znrf3	blast	35.73	78.76
comp57748_c1		blast	91.73	133.13
comp57749_c0		blast	11.73	3.75
comp57750_c0		blast	36.8	31.88
comp57751_c0	jak1	blast	1392.97	1130.71
comp57751_c1		blast	227.18	5.63
comp57752_c0	CBX7 (1 of 2)	blast	13.87	5.63
comp57752_c1		blast	35.73	22.5
comp57752_c2		blast	29.33	9.38
comp57753_c1	tnfsf10l	blast	19.2	39.38
comp57753_c2		blast	88.53	129.38
comp57753_c3	CU638740.2	blast	62.93	97.51
comp57753_c4	rab5ab	blast	1205.78	894.44
comp57753_c5		blast	16.0	13.13
comp57753_c7		blast	184.52	247.52
comp57753_c8	slc2a15b	blast	1891.6	1897.64
comp57754_c0	ccng2	blast	335.98	114.38
comp57754_c1	thrap6	blast	30.4	22.5
comp57754_c10		blast	28.8	20.63
comp57754_c13		blast	103.99	95.63
comp57754_c2		blast	22.93	11.25
comp57754_c3		blast	45.33	28.13
comp57754_c6		blast	12.8	5.63
comp57754_c7		blast	99.19	28.13
comp57754_c9	ext1a	blast	54.4	99.38
comp57755_c0	si:dkey-225n22.4	blast	605.29	526.91
comp57756_c0	fam208b	blast	414.37	485.66
comp57757_c0	TMEM200B	blast	301.31	466.91
comp57758_c0	atrip	blast	79.99	118.13
