group_ID	annotation	annotation_type	EO	SM
comp53932_c1		blast	28.8	13.13
comp53933_c0	PLCXD1 (2 of 5)	blast	41.6	45.0
comp53934_c0	eif2b2	blast	257.58	245.64
comp53935_c0	mlst8	blast	106.13	166.89
comp53936_c0	suv420h2	blast	28.26	26.25
comp53936_c1	etv7	blast	13.33	31.88
comp53939_c0	DMWD	blast	163.72	76.88
comp53941_c0	galnt7	blast	127.99	75.01
comp53942_c0		blast	82.13	16.88
comp53943_c0	gpatch1	blast	138.66	155.64
comp53944_c0		blast	45.33	20.63
comp53945_c2		blast	9.6	97.51
comp53946_c0	ell2	blast	97.06	129.38
comp53947_c0		blast	15.47	15.0
comp53949_c0		blast	11.2	0.0
comp53950_c0		blast	145.06	67.5
comp53951_c0		blast	68.26	54.38
comp53952_c0	cdca7a	blast	69.33	90.01
comp53953_c0		blast	176.52	185.64
comp53954_c0	thbs1b	blast	1047.92	1057.58
comp53955_c0	ints10	blast	205.32	204.39
comp53956_c0		blast	24.0	11.25
comp53956_c1		blast	11.2	0.0
comp53956_c2		blast	38.4	0.0
comp53956_c3	mier1b	blast	142.39	63.75
comp53956_c4		blast	38.4	5.63
comp53957_c0	pik3r4	blast	149.32	103.13
comp53958_c0	GEN1	blast	58.66	105.01
comp53959_c1		blast	31.46	11.25
comp53960_c0		blast	106.13	78.76
comp53961_c2		blast	8.0	15.0
comp53962_c0		blast	11.2	5.63
comp53964_c0	taldo1	blast	310.91	241.89
comp53965_c0	PHKB	blast	535.96	1185.08
comp53965_c3	ctsl1a	blast	10063.28	42784.94
comp53965_c5	clec16a	blast	14.93	24.38
comp53967_c0	si:dkeyp-68b7.10	blast	0.53	849.44
comp53968_c0	gtf3c2	blast	35.2	48.75
comp53969_c0		blast	84.79	46.88
comp53969_c1	TBL1XR1	blast	149.86	105.01
comp53970_c0		blast	196.25	391.9
comp53970_c1		blast	58.13	61.88
comp53970_c2	opa1	blast	425.04	1642.62
comp53972_c1	si:ch211-197l9.2	blast	125.32	71.26
comp53973_c0	sh2d3cb	blast	50.66	78.76
comp53975_c0		blast	29.33	238.14
comp53975_c1	mtss1l	blast	6.93	82.51
comp53976_c0	snx18a	blast	163.72	166.89
comp53976_c5		blast	7.47	13.13
comp53977_c0		blast	17.07	30.0
comp53978_c1		blast	16.53	5.63
comp53978_c2		blast	13.33	7.5
comp53978_c3		blast	29.86	16.88
comp53979_c0		blast	27.73	1.88
comp53980_c1	ANGEL1 (1 of 2)	blast	146.66	277.52
comp53981_c0		blast	16.53	11.25
comp53981_c1	TDRKH	blast	156.79	345.02
comp53982_c0		blast	33.6	110.63
comp53983_c0	leprel2	blast	202.65	221.27
comp53984_c0	STAC	blast	58.13	22.5
comp53984_c1		blast	69.33	43.13
comp53984_c2	GANAB (3 of 3)	blast	50.66	63.75
comp53985_c1	CORIN	blast	179.72	330.02
comp53986_c0	ccdc106	blast	31.46	24.38
comp53988_c0		blast	52.8	24.38
comp53988_c1	arpc4	blast	243.18	176.26
comp53990_c0		blast	17.6	46.88
comp53990_c1	fam110a	blast	15.47	45.0
comp53991_c0	athl1	blast	97.06	155.64
comp53992_c0		blast	57.06	54.38
comp53993_c1	tmem41ab	blast	397.3	3210.23
comp53993_c2	lyz	blast	273.58	292.52
comp53994_c0	mtmr14	blast	286.38	234.39
comp53995_c0		blast	125.86	151.89
comp53995_c1	lrrc57	blast	146.12	142.51
comp53995_c2	ASXL2	blast	116.79	223.14
comp53996_c0	CU695176.1	blast	230.38	215.64
comp53996_c1		blast	48.53	39.38
comp53997_c0	PCOLCE (2 of 2)	blast	9.07	142.51
comp53998_c0	TMEM101	blast	174.92	76.88
comp54000_c5	BX897726.1	blast	76.26	114.38
comp54001_c0		blast	42.13	0.0
comp54002_c0		blast	25.6	9.38
comp54003_c0		blast	102.93	193.14
comp54004_c0		blast	29.33	41.25
comp54005_c0	pspc1	blast	115.73	116.26
comp54005_c2	fubp1	blast	246.38	309.4
comp54005_c3		blast	35.73	48.75
comp54005_c4		blast	18.67	13.13
comp54007_c0	C15H11orf57	blast	25.06	45.0
comp54009_c0		blast	107.73	135.01
comp54010_c0	INPP5K (1 of 2)	blast	31.46	31.88
comp54011_c0	dzip1	blast	38.4	43.13
comp54012_c0	cand1	blast	258.11	210.02
comp54014_c0	ptpn4a	blast	38.93	50.63
comp54015_c1		blast	130.66	114.38
comp54017_c0	dclre1a	blast	33.6	69.38
comp54018_c0	ppfibp2b	blast	22.93	71.26
comp54020_c0		blast	26.13	15.0
comp54022_c1		blast	12.8	7.5
comp54023_c0		blast	93.33	0.0
comp54023_c2		blast	11.2	0.0
comp54025_c0		blast	168.52	82.51
comp54026_c0		blast	9.6	39.38
comp54026_c1		blast	13.33	24.38
comp54026_c2		blast	23.46	16.88
comp54026_c3		blast	25.06	7.5
comp54027_c0	epb41l5	blast	24.53	46.88
comp54029_c0		blast	16.0	3.75
comp54030_c0	ifi30	blast	261.31	446.28
comp54031_c1		blast	8.0	13.13
comp54031_c4		blast	6.93	22.5
comp54031_c5		blast	30.93	0.0
comp54031_c6	tle2	blast	242.12	46.88
comp54032_c0	ptpn2b	blast	28.8	37.5
comp54033_c1		blast	153.59	135.01
comp54034_c1	lxn	blast	246.92	335.65
comp54035_c0	RNF20	blast	123.19	121.88
comp54036_c0		blast	25.6	24.38
comp54036_c1	nol6	blast	22.93	67.5
comp54037_c0		blast	23.46	105.01
comp54038_c1	kcnn3	blast	63.46	35.63
comp54039_c0		blast	43.73	15.0
comp54040_c1	cul4b	blast	130.12	159.39
comp54041_c0	CCDC107	blast	114.66	58.13
comp54041_c1		blast	99.73	16.88
comp54041_c2		blast	10.13	7.5
comp54042_c0	gale	blast	22.93	16.88
comp54043_c1		blast	33.06	52.5
comp54044_c0	uba5	blast	450.1	324.4
comp54045_c0	gltpd1	blast	40.0	35.63
comp54046_c0	rpap2	blast	44.26	30.0
comp54046_c1		blast	30.4	73.13
comp54046_c3	ubp1	blast	22.93	67.5
comp54047_c0		blast	29.86	43.13
comp54047_c2		blast	29.33	69.38
comp54048_c0		blast	51.73	105.01
comp54048_c4		blast	14.93	11.25
comp54049_c0	CD68	blast	243.72	202.51
comp54050_c0	prpf39	blast	602.09	759.43
comp54051_c0		blast	34.66	75.01
comp54051_c1		blast	5.87	18.75
comp54053_c0	rnft2	blast	12.27	7.5
comp54054_c0		blast	17.6	20.63
comp54055_c1		blast	14.4	3.75
comp54055_c2	mapk7	blast	37.33	54.38
comp54055_c3	DHX35	blast	13.33	13.13
comp54056_c0	ube2j2	blast	87.99	86.26
comp54056_c1		blast	35.73	20.63
comp54058_c0	RUSC1	blast	246.38	95.63
comp54059_c0	pou2f1b	blast	60.26	43.13
comp54060_c1	GPATCH2	blast	25.06	22.5
comp54062_c0	cpm	blast	193.59	26.25
comp54063_c0		blast	24.53	58.13
comp54063_c1		blast	16.0	22.5
comp54064_c1	ANKRD27	blast	273.58	281.27
comp54065_c0	dhx15	blast	398.37	570.04
comp54066_c0		blast	21.33	247.52
comp54067_c0	sh3bp5b	blast	14.4	33.75
comp54067_c1	capn7	blast	254.38	236.27
comp54069_c0	C1H4orf34	blast	85.86	58.13
comp54070_c0		blast	291.71	245.64
comp54070_c1	DTX4 (2 of 2)	blast	73.59	46.88
comp54070_c2		blast	975.93	230.64
comp54071_c0	LMAN2L (2 of 2)	blast	355.17	129.38
comp54072_c0		blast	86.39	170.64
comp54072_c1	C5H2orf68	blast	74.13	101.26
comp54073_c1	PTDSS2	blast	132.79	48.75
comp54073_c2		blast	40.0	7.5
comp54073_c5		blast	164.79	33.75
comp54074_c0	NADK (1 of 2)	blast	21.87	22.5
comp54074_c1		blast	12.8	7.5
comp54075_c0		blast	581.29	247.52
comp54075_c1		blast	430.37	451.91
comp54075_c2	itgav	blast	1545.49	1351.97
comp54076_c0		blast	729.01	605.67
comp54077_c0		blast	25.06	3.75
comp54077_c1	arl10	blast	17.07	1.88
comp54078_c0	GALNTL1	blast	63.46	75.01
comp54079_c0		blast	12.27	15.0
comp54079_c1	mthfd1b	blast	371.17	339.4
comp54080_c0		blast	157.86	80.63
comp54080_c1	nsmaf	blast	155.19	142.51
comp54081_c1		blast	20.27	18.75
comp54082_c0		blast	13.33	9.38
comp54082_c1	klhl21	blast	242.65	161.26
comp54083_c0	cdk10	blast	182.92	446.28
comp54084_c0	adamts1	blast	123.72	135.01
comp54085_c1		blast	30.4	39.38
comp54086_c1		blast	14.4	3.75
comp54088_c0	prkcda	blast	72.53	30.0
comp54089_c0	hspg2	blast	44.8	146.26
comp54091_c0	cpsf2	blast	175.45	157.51
comp54092_c0	PREX2	blast	31.46	45.0
comp54092_c1	PREX2	blast	14.93	30.0
comp54093_c2		blast	79.46	114.38
comp54094_c0	si:ch211-101n13.1	blast	58.13	108.76
comp54095_c0	cat	blast	645.82	555.04
comp54096_c0	CAPN3 (2 of 2)	blast	541.29	1096.95
comp54097_c1		blast	32.53	11.25
comp54097_c3		blast	65.6	54.38
comp54098_c0	hmbsa	blast	224.52	243.77
comp54099_c1		blast	17.6	26.25
comp54100_c0	DLGAP2 (1 of 3)	blast	167.45	331.9
comp54101_c0	rars2	blast	450.63	965.69
comp54102_c1	psma8	blast	620.22	1211.34
comp54102_c2		blast	10.67	656.3
comp54102_c3		blast	92.26	90.01
comp54102_c4	safb	blast	716.22	781.93
comp54102_c5		blast	2.13	35.63
comp54102_c6		blast	11.73	22.5
comp54102_c7		blast	28.26	1.88
comp54102_c8		blast	28.8	16.88
comp54103_c1	pdzd2	blast	2758.74	75.01
comp54104_c0	polr3gla	blast	27.2	46.88
comp54105_c1	LEPREL1	blast	25.6	262.52
comp54107_c0		blast	47.46	849.44
comp54107_c1	zgc:123282	blast	181.32	1265.72
comp54108_c0	thrap3b	blast	603.69	1155.08
comp54108_c3		blast	149.32	138.76
comp54109_c0	relt	blast	26.13	76.88
comp54110_c0		blast	33.06	7832.44
comp54110_c1		blast	17.6	2199.53
comp54111_c0	stx4	blast	394.64	423.78
comp54112_c0	BTBD2 (1 of 2)	blast	478.9	331.9
comp54113_c0	neb	blast	425.04	2542.68
comp54115_c0	NBR1 (1 of 2)	blast	21.87	18.75
comp54116_c0	itgb5	blast	829.27	871.94
comp54116_c1		blast	20.8	52.5
comp54117_c0	meis1	blast	101.33	206.26
comp54118_c0	homer1b	blast	12.27	24.38
comp54119_c0		blast	351.44	198.76
comp54119_c1	zgc:112374	blast	697.55	1200.09
comp54120_c0		blast	41.6	16.88
comp54120_c2		blast	17.07	5.63
comp54120_c3	trps1	blast	46.4	7.5
comp54120_c4		blast	43.73	3.75
comp54121_c1		blast	12.27	73.13
comp54122_c0	cps1	blast	66.66	88.13
comp54123_c0		blast	17.6	18.75
comp54123_c1	esd	blast	315.18	772.56
comp54123_c2		blast	16.0	3.75
comp54124_c4		blast	135.46	69.38
comp54125_c0	surf1	blast	168.52	123.76
comp54127_c0	ykt6	blast	120.52	93.76
comp54127_c1	ddx56	blast	581.82	405.03
comp54127_c2	cnpy4	blast	91.73	144.39
comp54128_c0	epc2	blast	33.6	37.5
comp54129_c0		blast	48.0	9328.79
comp54132_c1	TSPAN2 (2 of 2)	blast	51.73	292.52
comp54133_c0		blast	17.6	9.38
comp54134_c0		blast	125.86	88.13
comp54135_c0		blast	9.6	13.13
comp54135_c1	si:dkey-46m10.3	blast	20.27	22.5
comp54136_c0		blast	28.26	16.88
comp54137_c0	gdpd1	blast	57.6	58.13
comp54138_c1	pprc1	blast	69.33	112.51
comp54139_c1		blast	10.67	3.75
comp54139_c4		blast	8.0	24.38
comp54140_c0	GSTZ1	blast	503.96	300.02
comp54141_c0	AL954655.2	blast	38.93	0.0
comp54142_c0		blast	21.33	39.38
comp54143_c0		blast	90.66	93.76
comp54144_c0	XRCC2	blast	30.4	20.63
comp54145_c0	ftr23	blast	52.8	58.13
comp54146_c0	tfe3a	blast	51.2	39.38
comp54146_c1		blast	44.8	31.88
comp54147_c1		blast	36.26	7.5
comp54148_c0		blast	11.73	9.38
comp54149_c0		blast	21.33	13.13
comp54149_c1		blast	57.06	50.63
comp54149_c2	mcu	blast	203.72	133.13
comp54149_c5	FAM135B	blast	354.64	360.03
comp54150_c0		blast	101.33	99.38
comp54150_c1		blast	80.53	71.26
comp54151_c0		blast	113.06	93.76
comp54154_c0		blast	40.0	11.25
comp54155_c0	emilin1b	blast	409.04	596.29
comp54155_c3		blast	185.59	264.39
comp54155_c4		blast	13.33	18.75
comp54156_c1	KDM3B	blast	433.04	292.52
comp54158_c0	imp3	blast	484.23	873.81
comp54159_c0	bin1	blast	1839.33	16143.03
comp54159_c2		blast	30.4	7.5
comp54162_c0	smc1al	blast	594.09	345.02
comp54163_c1	naa35	blast	147.72	181.89
comp54164_c0	SLC9A3R1 (1 of 2)	blast	85.86	97.51
comp54165_c0	ptgr1	blast	116.79	290.65
comp54166_c0	prelp	blast	1037.26	1081.95
comp54166_c1	ttc1	blast	803.14	736.93
comp54167_c0	si:dkey-122a22.2	blast	37.33	50.63
comp54168_c1	eltd1	blast	107.19	166.89
comp54169_c1		blast	10.13	15.0
comp54169_c2	shoc2	blast	317.31	153.76
comp54170_c0	prickle2	blast	150.92	526.91
comp54173_c1	si:dkey-34e4.1	blast	17.07	129.38
comp54174_c0	abcd3b	blast	420.24	555.04
comp54175_c0	tra2b	blast	1456.43	2152.65
comp54177_c0		blast	386.11	193.14
comp54177_c1	prdx3	blast	1604.15	1168.21
comp54177_c2		blast	225.05	35.63
comp54177_c3	rrp15	blast	821.81	731.3
comp54177_c4		blast	336.51	253.14
comp54178_c0		blast	22.93	7.5
comp54178_c2		blast	35.2	11.25
comp54179_c1		blast	6.93	15.0
comp54179_c3	C10H12orf44	blast	59.73	69.38
comp54180_c0	csf1a	blast	46.4	95.63
comp54182_c1	si:ch73-248e21.5	blast	19.2	37.5
comp54183_c0	srebf2	blast	311.98	307.52
comp54184_c0	EFS	blast	19.2	43.13
comp54184_c1		blast	71.46	112.51
comp54186_c0	SYDE2	blast	34.13	125.63
comp54186_c2		blast	63.46	84.38
comp54187_c0		blast	19.73	13.13
comp54187_c1	spon2a	blast	61.33	24.38
comp54188_c0	prdm2a	blast	238.38	339.4
comp54189_c0		blast	14.4	1.88
comp54190_c1	GTF2H1 (1 of 2)	blast	265.05	363.78
comp54191_c0	serpinb1l3	blast	1089.52	1027.57
comp54192_c0		blast	12.27	16.88
comp54194_c0	si:ch211-284e13.9	blast	62.4	219.39
comp54194_c1		blast	4.8	41.25
comp54195_c0		blast	10.13	18.75
comp54196_c0		blast	21.87	58.13
comp54196_c1		blast	49.06	20.63
comp54196_c2		blast	13.87	15.0
comp54196_c5	scube2	blast	51.2	135.01
comp54197_c2	cbln14	blast	163.19	185.64
comp54199_c0	dlst	blast	1565.22	1728.87
comp54200_c0	dus2l	blast	84.79	105.01
comp54201_c0	il6r	blast	49.6	54.38
comp54202_c1	inip	blast	252.78	335.65
comp54203_c0	zbed4	blast	98.13	97.51
comp54204_c2	gnpat	blast	35.2	82.51
comp54205_c0		blast	18.67	3.75
comp54206_c2	trove2	blast	11.2	16.88
comp54207_c2		blast	24.0	24.38
comp54207_c3	ephb4b	blast	137.06	142.51
comp54207_c4	ephb4b	blast	30.93	45.0
comp54208_c0		blast	79.46	80.63
comp54209_c0	gtdc2	blast	35.2	35.63
comp54210_c0	mboat7	blast	93.33	73.13
comp54211_c0		blast	21.33	58.13
comp54214_c0	emc1	blast	617.56	624.42
comp54216_c2	exoc6b	blast	199.45	236.27
comp54217_c0		blast	24.0	22.5
comp54218_c0	slc35c1	blast	105.06	80.63
comp54220_c0		blast	24.53	18.75
comp54220_c1	ELMSAN1 (2 of 2)	blast	207.99	133.13
comp54220_c2	TCERG1 (1 of 3)	blast	463.43	330.02
comp54220_c3	afmid	blast	188.79	365.65
comp54220_c4	arl16	blast	132.79	41.25
comp54220_c5	EPN3 (1 of 2)	blast	100.79	78.76
comp54221_c0	map3k3	blast	32.53	15.0
comp54221_c1		blast	10.13	16.88
comp54221_c2	denr	blast	659.15	648.8
comp54221_c3		blast	28.8	24.38
comp54222_c0	gart	blast	17.6	39.38
comp54223_c0		blast	14.4	5.63
comp54223_c2	gdpd4a	blast	29.86	26.25
comp54224_c0	TK1 (2 of 2)	blast	17.07	54.38
comp54225_c1		blast	105.06	61.88
comp54225_c4	smek1	blast	357.31	369.4
comp54226_c0		blast	26.66	30.0
comp54227_c0	MEIOB	blast	14.93	11.25
comp54228_c2	pparaa	blast	51.73	101.26
comp54229_c0		blast	42.13	7.5
comp54230_c0	HMGXB4 (2 of 2)	blast	114.13	159.39
comp54231_c1		blast	27.73	58.13
comp54231_c3	brd7	blast	189.85	168.76
comp54232_c0		blast	16.0	1.88
comp54234_c0	s1pr5a	blast	156.26	165.01
comp54235_c0	GPR174	blast	30.93	225.02
comp54236_c0	RABGAP1	blast	116.26	84.38
comp54237_c0		blast	78.39	922.57
comp54237_c1		blast	19.73	270.02
comp54237_c2		blast	19.2	151.89
comp54238_c1	ube2e2	blast	1026.06	783.81
comp54239_c1	DLC1	blast	61.33	108.76
comp54240_c0	fam134a	blast	1574.29	592.54
comp54241_c0	tarbp2	blast	92.79	76.88
comp54242_c3		blast	12.8	22.5
comp54242_c5		blast	12.27	28.13
comp54244_c0	REEP1	blast	1467.63	1440.1
comp54245_c2	foxp1a	blast	220.78	202.51
comp54247_c1		blast	44.26	67.5
comp54249_c0	cldn7b	blast	47.46	5.63
comp54250_c0	SPIN2B	blast	95.46	39.38
comp54251_c1		blast	44.26	22.5
comp54251_c2		blast	24.0	20.63
comp54252_c0		blast	12.27	0.0
comp54253_c0	aftpha	blast	45.33	37.5
comp54254_c0		blast	20.8	5.63
comp54255_c0	gch2	blast	874.6	361.9
comp54256_c0	mlx	blast	87.46	93.76
comp54256_c1	psmc3ip	blast	347.71	228.77
comp54256_c2		blast	342.38	481.91
comp54256_c4		blast	36.26	26.25
comp54256_c5		blast	40.53	30.0
comp54256_c6	xirp2a	blast	1698.54	8303.1
comp54257_c1	ap4m1	blast	43.73	91.88
comp54260_c0		blast	57.06	157.51
comp54261_c1	lrp12	blast	143.99	71.26
comp54261_c2		blast	8.53	11.25
comp54262_c0	CDPF1	blast	25.6	46.88
comp54263_c0	gprc5c	blast	28.8	9.38
comp54264_c0	enox1	blast	70.93	84.38
comp54265_c0		blast	17.6	3.75
comp54265_c3	ZBTB39	blast	93.33	88.13
comp54266_c0		blast	30.4	28.13
comp54267_c0	sardh	blast	167.99	346.9
comp54267_c1		blast	28.26	18.75
comp54268_c2	cdyl	blast	57.6	50.63
comp54269_c0		blast	39.46	24.38
comp54270_c0	dip2a	blast	26.66	28.13
comp54270_c2		blast	9.07	9.38
comp54271_c0	DEAF1	blast	85.86	58.13
comp54272_c0	nabp1a	blast	111.46	131.26
comp54273_c0	C10H21orf91	blast	81.06	31.88
comp54274_c0		blast	22.4	37.5
comp54275_c0	ptprc	blast	60.26	136.88
comp54275_c1		blast	29.86	30.0
comp54276_c0		blast	23.46	7.5
comp54277_c0		blast	272.51	15.0
comp54277_c1	GRINA (1 of 2)	blast	1597.22	339.4
comp54278_c1	zgc:153981	blast	1604.15	1625.74
comp54279_c1		blast	61.86	95.63
comp54280_c0		blast	63.46	97.51
comp54280_c1	C6H6orf106	blast	500.23	390.03
comp54280_c2		blast	223.45	123.76
comp54281_c0	NFRKB	blast	98.66	121.88
comp54282_c0	grid2ipa	blast	25.06	1.88
comp54283_c0	tada2b	blast	33.6	45.0
comp54285_c0		blast	62.93	39.38
comp54285_c1		blast	35.73	28.13
comp54286_c0	acin1b	blast	1083.66	960.07
comp54286_c1		blast	724.75	448.16
comp54286_c2	CABZ01052953.2	blast	1059.66	135.01
comp54286_c3	tmem147	blast	333.31	395.65
comp54287_c0	myd88	blast	390.91	65.63
comp54287_c1		blast	15.47	0.0
comp54289_c0	bhlhe41	blast	2341.17	1985.77
comp54290_c0		blast	13.33	30.0
comp54291_c1	apba1b	blast	26.13	24.38
comp54293_c0	mllt4	blast	11.2	20.63
comp54294_c0		blast	3.2	88.13
comp54294_c1		blast	5.33	56.25
comp54295_c0	ZNF407	blast	28.8	20.63
comp54295_c1	ZNF407	blast	29.86	9.38
comp54296_c0	tctn1	blast	70.39	127.51
comp54297_c0		blast	386.11	181.89
comp54298_c0	nrf1	blast	354.64	213.77
comp54299_c1		blast	18.67	226.89
comp54299_c2	rad18	blast	179.72	75.01
comp54299_c3		blast	103.46	2467.68
comp54300_c0	nol10	blast	106.66	136.88
comp54301_c0		blast	8.53	37.5
comp54301_c1	bri3	blast	56.0	50.63
comp54301_c3		blast	103.99	84.38
comp54302_c0		blast	24.53	5.63
comp54302_c2	tll1	blast	32.53	7.5
comp54303_c0	stxbp3	blast	427.17	410.65
comp54304_c0		blast	11.73	3.75
comp54304_c1		blast	99.73	35.63
comp54304_c3	ube2q2	blast	18.13	24.38
comp54305_c1	idua	blast	1994.52	2878.33
comp54306_c1		blast	34.66	174.39
comp54307_c0	acvrl1	blast	125.32	232.52
comp54308_c0	n6amt2	blast	315.18	286.9
comp54308_c2		blast	10.13	9.38
comp54308_c3		blast	124.79	0.0
comp54309_c0		blast	10.13	16.88
comp54309_c2		blast	28.26	37.5
comp54310_c0	tmem182	blast	18899.98	9925.09
comp54311_c0	tnfsf12	blast	146.66	240.02
comp54312_c1	trim37	blast	26.66	39.38
comp54313_c0	mybpc2b	blast	4278.63	212844.63
comp54314_c0	si:dkey-111e8.1	blast	75.73	73.13
comp54315_c0	ric8a	blast	50.13	45.0
comp54316_c0	lamc3	blast	648.49	120.01
comp54317_c0	ARHGEF17	blast	31.46	13.13
comp54317_c5		blast	25.6	22.5
comp54318_c1	CD53	blast	23.46	56.25
comp54319_c1	zgc:154058	blast	134.92	106.88
comp54321_c0		blast	22.93	31.88
comp54321_c1		blast	103.99	75.01
comp54321_c2	pi4kb	blast	338.11	159.39
comp54321_c3		blast	113.06	58.13
comp54321_c4		blast	66.66	22.5
comp54321_c5		blast	0.0	43.13
comp54321_c6		blast	0.53	37.5
comp54322_c0		blast	37.86	71.26
comp54323_c0	si:dkey-70p6.1	blast	7.47	13.13
comp54324_c0		blast	40.53	58.13
comp54324_c1		blast	18.67	22.5
comp54324_c2		blast	103.99	33.75
comp54325_c0		blast	31.46	58.13
comp54327_c1	hip1r	blast	26.13	45.0
comp54328_c0		blast	8.53	15.0
comp54328_c4		blast	58.66	43.13
comp54329_c0		blast	10.67	9.38
comp54329_c1		blast	10.67	7.5
comp54331_c0	GRAMD3	blast	1647.88	82.51
comp54332_c0	ptprt	blast	847.94	144.39
comp54333_c0	hint3	blast	85.33	138.76
comp54334_c0		blast	1.6	45.0
comp54334_c1		blast	273.05	54.38
comp54334_c2	si:dkey-240h12.4	blast	196.25	45.0
comp54335_c0		blast	6.93	15.0
comp54335_c3		blast	42.66	16.88
comp54336_c0	vps51	blast	253.32	283.15
comp54337_c1	cluap1	blast	56.53	61.88
comp54338_c0	kdelc1	blast	74.66	75.01
comp54339_c0	CABZ01081148.1	blast	111.46	93.76
comp54340_c0	urod	blast	222.38	136.88
comp54341_c0	gsk3b	blast	18.13	46.88
comp54341_c1		blast	3.73	26.25
comp54342_c0		blast	209.58	172.51
comp54343_c0	kif7	blast	84.26	65.63
comp54344_c0		blast	38.93	30.0
comp54344_c3		blast	15.47	18.75
comp54345_c0	DHRS4	blast	341.84	500.66
comp54346_c0		blast	80.53	28.13
comp54346_c1	ARMC8	blast	230.38	193.14
comp54347_c0		blast	19.2	9.38
comp54348_c0		blast	14.4	3.75
comp54348_c1		blast	252.25	73.13
comp54348_c2	smarcd2	blast	60.26	28.13
comp54349_c0	pgam2	blast	20068.96	104354.98
comp54350_c0	fam60al	blast	160.52	153.76
comp54350_c3	clk2a	blast	199.99	245.64
comp54350_c4		blast	277.85	150.01
comp54351_c0		blast	67.2	37.5
comp54351_c1		blast	43.73	56.25
comp54352_c0		blast	19.2	5.63
comp54353_c0	ogfr	blast	101.33	11.25
comp54354_c1	zgc:171422	blast	83.73	106.88
comp54354_c2	dcaf15	blast	46.4	58.13
comp54357_c0	NBL1	blast	23.46	41.25
comp54358_c0	TRIM35 (1 of 41)	blast	156.79	2887.71
comp54358_c1		blast	40343.77	33186.13
comp54359_c0		blast	20813.97	26086.87
comp54360_c1	lca5	blast	24.0	26.25
comp54361_c0	GOLM1	blast	514.63	684.42
comp54361_c1		blast	154.12	116.26
comp54362_c3	cntnap5b	blast	3.73	575.67
comp54363_c0		blast	20.8	1.88
comp54363_c1	myf5	blast	46.4	1.88
comp54363_c2		blast	13.87	0.0
comp543635_c0		blast	5.87	18.75
comp54364_c1	spint1a	blast	28.8	22.5
comp54364_c3	atp13a2	blast	60.26	73.13
comp54364_c5	ggnbp2	blast	327.44	256.89
comp54365_c0	atr	blast	66.66	80.63
comp54366_c0	clptm1	blast	407.44	352.53
comp54367_c0	pdgfrb	blast	135.46	240.02
comp54367_c1		blast	315.71	433.16
comp54368_c0	paxip1	blast	23.46	18.75
comp54369_c1		blast	12.27	3.75
comp54370_c0	phactr4b	blast	321.04	442.53
comp54370_c2	nr4a2b	blast	19.73	639.42
comp54371_c0	pgk1	blast	10076.61	88165.07
comp54372_c0		blast	10.13	22.5
comp54372_c1		blast	25.06	11.25
comp54374_c0	evpla	blast	315.18	168.76
comp54375_c0	im:7151068	blast	5742.52	360.03
comp54375_c1	st3gal2l	blast	603.16	448.16
comp54376_c0		blast	76.26	76.88
comp54376_c1	ARHGAP6	blast	28.8	41.25
comp54377_c1	si:ch211-117n7.8	blast	33.06	82.51
comp54380_c0	SNRNP200	blast	791.41	886.94
comp54381_c0	acn9	blast	65.06	90.01
comp54382_c1		blast	14.4	0.0
comp54383_c1	CRISPLD2	blast	100.26	24.38
comp54384_c0	MAN1A2	blast	201.59	138.76
comp54385_c1	rpl4	blast	14057.13	29659.0
comp54387_c0	fam43a	blast	211.72	172.51
comp54388_c0	ndufaf1	blast	99.19	116.26
comp54389_c0		blast	373.31	613.17
comp54389_c1	twsg1a	blast	1263.91	125.63
comp54389_c2		blast	3792.79	279.4
comp54389_c3	b2m	blast	8344.47	28093.26
comp54390_c0	CMSS1	blast	93.86	46.88
comp54391_c1	wdfy2	blast	82.13	50.63
comp54392_c1		blast	1245.24	1087.58
comp54393_c0	crata	blast	260.25	210.02
comp54394_c0	tmem194a	blast	13.87	22.5
comp54395_c0		blast	14.4	46.88
comp543951_c0		blast	0.0	46.88
comp54396_c0	MMEL1	blast	6.93	361.9
comp54396_c1		blast	2.13	114.38
comp54397_c0		blast	38.4	1.88
comp54398_c2		blast	12.8	3.75
comp54399_c1		blast	105.06	121.88
comp54399_c5		blast	27.2	0.0
comp54399_c8	maf1	blast	69.33	112.51
comp54400_c0	KLC2	blast	20.27	16.88
comp54400_c2		blast	35.73	43.13
comp54401_c0		blast	42.13	37.5
comp54401_c1		blast	99.19	52.5
comp54401_c2	ptbp2b	blast	178.12	131.26
comp54402_c0		blast	35.2	18.75
comp54402_c1	senp3a	blast	24.0	31.88
comp54402_c2		blast	11.73	16.88
comp54403_c0		blast	73.59	37.5
comp54403_c1	ankrd12	blast	215.98	320.65
comp54404_c0		blast	82.66	88.13
comp54404_c1		blast	176.52	485.66
comp54405_c1	nrp1b	blast	379.17	474.41
comp54406_c0		blast	25.06	26.25
comp54406_c1		blast	81.59	206.26
comp54406_c4	MMP15 (1 of 2)	blast	20.27	71.26
comp54407_c0		blast	99.73	33.75
comp54407_c1	si:dkey-258f14.3	blast	81.06	56.25
comp54408_c0		blast	13.87	11.25
comp54408_c1		blast	64.53	22.5
comp54408_c2	tfg	blast	276.25	176.26
comp54409_c0	JAKMIP3	blast	14.93	15.0
comp54410_c1		blast	34.13	48.75
